"Ac-No","Name","sTime","Verify Mode","Machine","formattedDate"
203478,203478,"28/09/2024 9:02 AM",FP/PW/RF/FACE,1,"28/09/2024 09:02:00"
125679,125679,"28/09/2024 9:04 AM",FP/PW/RF/FACE,1,"28/09/2024 09:04:00"
100224,100224,"28/09/2024 9:04 AM",FP/PW/RF/FACE,1,"28/09/2024 09:04:00"
10041,10041,"28/09/2024 9:09 AM",FP/PW/RF/FACE,1,"28/09/2024 09:09:00"
10093,10093,"28/09/2024 9:09 AM",FP/PW/RF/FACE,1,"28/09/2024 09:09:00"
206257,206257,"28/09/2024 9:11 AM",FP/PW/RF/FACE,1,"28/09/2024 09:11:00"
145906,145906,"28/09/2024 9:13 AM",FP/PW/RF/FACE,1,"28/09/2024 09:13:00"
191453,191453,"28/09/2024 9:14 AM",FP/PW/RF/FACE,1,"28/09/2024 09:14:00"
100225,100225,"28/09/2024 9:20 AM",FP/PW/RF/FACE,1,"28/09/2024 09:20:00"
10008,10008,"28/09/2024 9:24 AM",FP/PW/RF/FACE,1,"28/09/2024 09:24:00"
187418,187418,"28/09/2024 9:28 AM",FP/PW/RF/FACE,1,"28/09/2024 09:28:00"
202447,202447,"28/09/2024 9:43 AM",FP/PW/RF/FACE,1,"28/09/2024 09:43:00"
198873,198873,"28/09/2024 9:54 AM",FP/PW/RF/FACE,1,"28/09/2024 09:54:00"
10196,10196,"28/09/2024 10:14 AM",FP/PW/RF/FACE,1,"28/09/2024 10:14:00"
10190,10190,"28/09/2024 10:31 AM",FP/PW/RF/FACE,1,"28/09/2024 10:31:00"
100222,100222,"28/09/2024 11:53 AM",FP/PW/RF/FACE,1,"28/09/2024 11:53:00"
103270,103270,"28/09/2024 12:02 PM",FP/PW/RF/FACE,1,"28/09/2024 12:02:00"
10175,10175,"28/09/2024 6:32 PM",FP/PW/RF/FACE,1,"28/09/2024 18:32:00"
100199,100199,"29/09/2024 7:44 AM",FP/PW/RF/FACE,1,"29/09/2024 07:44:00"
100211,100211,"29/09/2024 7:47 AM",FP/PW/RF/FACE,1,"29/09/2024 07:47:00"
100223,100223,"29/09/2024 7:47 AM",FP/PW/RF/FACE,1,"29/09/2024 07:47:00"
187338,187338,"29/09/2024 7:49 AM",FP/PW/RF/FACE,1,"29/09/2024 07:49:00"
10187,10187,"29/09/2024 7:55 AM",FP/PW/RF/FACE,1,"29/09/2024 07:55:00"
206640,206640,"29/09/2024 7:57 AM",FP/PW/RF/FACE,1,"29/09/2024 07:57:00"
206598,206598,"29/09/2024 8:01 AM",FP/PW/RF/FACE,1,"29/09/2024 08:01:00"
207465,207465,"29/09/2024 8:04 AM",FP/PW/RF/FACE,1,"29/09/2024 08:04:00"
206550,206550,"29/09/2024 8:04 AM",FP/PW/RF/FACE,1,"29/09/2024 08:04:00"
202917,202917,"29/09/2024 8:05 AM",FP/PW/RF/FACE,1,"29/09/2024 08:05:00"
206257,206257,"29/09/2024 8:07 AM",FP/PW/RF/FACE,1,"29/09/2024 08:07:00"
207386,207386,"29/09/2024 8:07 AM",FP/PW/RF/FACE,1,"29/09/2024 08:07:00"
185266,185266,"29/09/2024 8:11 AM",FP/PW/RF/FACE,1,"29/09/2024 08:11:00"
202923,202923,"29/09/2024 8:13 AM",FP/PW/RF/FACE,1,"29/09/2024 08:13:00"
187418,187418,"29/09/2024 8:15 AM",FP/PW/RF/FACE,1,"29/09/2024 08:15:00"
202924,202924,"29/09/2024 8:17 AM",FP/PW/RF/FACE,1,"29/09/2024 08:17:00"
208448,208448,"29/09/2024 8:22 AM",FP/PW/RF/FACE,1,"29/09/2024 08:22:00"
208403,208403,"29/09/2024 8:24 AM",FP/PW/RF/FACE,1,"29/09/2024 08:24:00"
10196,10196,"29/09/2024 8:29 AM",FP/PW/RF/FACE,1,"29/09/2024 08:29:00"
100201,100201,"29/09/2024 8:31 AM",FP/PW/RF/FACE,1,"29/09/2024 08:31:00"
159865,159865,"29/09/2024 8:34 AM",FP/PW/RF/FACE,1,"29/09/2024 08:34:00"
198032,198032,"29/09/2024 8:38 AM",FP/PW/RF/FACE,1,"29/09/2024 08:38:00"
202921,202921,"29/09/2024 8:40 AM",FP/PW/RF/FACE,1,"29/09/2024 08:40:00"
144083,144083,"29/09/2024 8:43 AM",FP/PW/RF/FACE,1,"29/09/2024 08:43:00"
203478,203478,"29/09/2024 8:44 AM",FP/PW/RF/FACE,1,"29/09/2024 08:44:00"
207800,207800,"29/09/2024 8:45 AM",FP/PW/RF/FACE,1,"29/09/2024 08:45:00"
140806,140806,"29/09/2024 8:45 AM",FP/PW/RF/FACE,1,"29/09/2024 08:45:00"
140760,140760,"29/09/2024 8:47 AM",FP/PW/RF/FACE,1,"29/09/2024 08:47:00"
162890,162890,"29/09/2024 8:48 AM",FP/PW/RF/FACE,1,"29/09/2024 08:48:00"
10060,10060,"29/09/2024 8:49 AM",FP/PW/RF/FACE,1,"29/09/2024 08:49:00"
166104,166104,"29/09/2024 8:49 AM",FP/PW/RF/FACE,1,"29/09/2024 08:49:00"
114483,114483,"29/09/2024 8:51 AM",FP/PW/RF/FACE,1,"29/09/2024 08:51:00"
100214,100214,"29/09/2024 8:53 AM",FP/PW/RF/FACE,1,"29/09/2024 08:53:00"
10008,10008,"29/09/2024 8:54 AM",FP/PW/RF/FACE,1,"29/09/2024 08:54:00"
10009,10009,"29/09/2024 8:54 AM",FP/PW/RF/FACE,1,"29/09/2024 08:54:00"
10147,10147,"29/09/2024 8:55 AM",FP/PW/RF/FACE,1,"29/09/2024 08:55:00"
100231,100231,"29/09/2024 8:57 AM",FP/PW/RF/FACE,1,"29/09/2024 08:57:00"
100224,100224,"29/09/2024 8:58 AM",FP/PW/RF/FACE,1,"29/09/2024 08:58:00"
100216,100216,"29/09/2024 8:58 AM",FP/PW/RF/FACE,1,"29/09/2024 08:58:00"
100226,100226,"29/09/2024 8:59 AM",FP/PW/RF/FACE,1,"29/09/2024 08:59:00"
145906,145906,"29/09/2024 9:02 AM",FP/PW/RF/FACE,1,"29/09/2024 09:02:00"
150083,150083,"29/09/2024 9:04 AM",FP/PW/RF/FACE,1,"29/09/2024 09:04:00"
100230,100230,"29/09/2024 9:13 AM",FP/PW/RF/FACE,1,"29/09/2024 09:13:00"
10041,10041,"29/09/2024 9:16 AM",FP/PW/RF/FACE,1,"29/09/2024 09:16:00"
100208,100208,"29/09/2024 9:16 AM",FP/PW/RF/FACE,1,"29/09/2024 09:16:00"
143329,143329,"29/09/2024 9:16 AM",FP/PW/RF/FACE,1,"29/09/2024 09:16:00"
125679,125679,"29/09/2024 9:16 AM",FP/PW/RF/FACE,1,"29/09/2024 09:16:00"
202447,202447,"29/09/2024 9:16 AM",FP/PW/RF/FACE,1,"29/09/2024 09:16:00"
10093,10093,"29/09/2024 9:16 AM",FP/PW/RF/FACE,1,"29/09/2024 09:16:00"
100213,100213,"29/09/2024 9:17 AM",FP/PW/RF/FACE,1,"29/09/2024 09:17:00"
100225,100225,"29/09/2024 9:25 AM",FP/PW/RF/FACE,1,"29/09/2024 09:25:00"
191453,191453,"29/09/2024 9:35 AM",FP/PW/RF/FACE,1,"29/09/2024 09:35:00"
103270,103270,"29/09/2024 9:52 AM",FP/PW/RF/FACE,1,"29/09/2024 09:52:00"
10033,10033,"29/09/2024 10:03 AM",FP/PW/RF/FACE,1,"29/09/2024 10:03:00"
190327,190327,"29/09/2024 10:28 AM",FP/PW/RF/FACE,1,"29/09/2024 10:28:00"
202922,202922,"29/09/2024 10:37 AM",FP/PW/RF/FACE,1,"29/09/2024 10:37:00"
10190,10190,"29/09/2024 10:47 AM",FP/PW/RF/FACE,1,"29/09/2024 10:47:00"
199723,199723,"29/09/2024 11:14 AM",FP/PW/RF/FACE,1,"29/09/2024 11:14:00"
202910,202910,"29/09/2024 12:33 PM",FP/PW/RF/FACE,1,"29/09/2024 12:33:00"
198873,198873,"29/09/2024 2:56 PM",FP/PW/RF/FACE,1,"29/09/2024 14:56:00"
206549,206549,"29/09/2024 3:33 PM",FP/PW/RF/FACE,1,"29/09/2024 15:33:00"
158382,158382,"29/09/2024 4:40 PM",FP/PW/RF/FACE,1,"29/09/2024 16:40:00"
10168,10168,"29/09/2024 5:46 PM",FP/PW/RF/FACE,1,"29/09/2024 17:46:00"
10175,10175,"29/09/2024 6:28 PM",FP/PW/RF/FACE,1,"29/09/2024 18:28:00"
100199,100199,"30/09/2024 7:43 AM",FP/PW/RF/FACE,1,"30/09/2024 07:43:00"
100211,100211,"30/09/2024 7:45 AM",FP/PW/RF/FACE,1,"30/09/2024 07:45:00"
100223,100223,"30/09/2024 7:45 AM",FP/PW/RF/FACE,1,"30/09/2024 07:45:00"
207800,207800,"30/09/2024 7:47 AM",FP/PW/RF/FACE,1,"30/09/2024 07:47:00"
10187,10187,"30/09/2024 7:53 AM",FP/PW/RF/FACE,1,"30/09/2024 07:53:00"
206640,206640,"30/09/2024 7:55 AM",FP/PW/RF/FACE,1,"30/09/2024 07:55:00"
187338,187338,"30/09/2024 7:57 AM",FP/PW/RF/FACE,1,"30/09/2024 07:57:00"
100208,100208,"30/09/2024 7:58 AM",FP/PW/RF/FACE,1,"30/09/2024 07:58:00"
187418,187418,"30/09/2024 7:58 AM",FP/PW/RF/FACE,1,"30/09/2024 07:58:00"
10190,10190,"30/09/2024 7:59 AM",FP/PW/RF/FACE,1,"30/09/2024 07:59:00"
207386,207386,"30/09/2024 8:01 AM",FP/PW/RF/FACE,1,"30/09/2024 08:01:00"
207465,207465,"30/09/2024 8:04 AM",FP/PW/RF/FACE,1,"30/09/2024 08:04:00"
205086,205086,"30/09/2024 8:05 AM",FP/PW/RF/FACE,1,"30/09/2024 08:05:00"
202923,202923,"30/09/2024 8:06 AM",FP/PW/RF/FACE,1,"30/09/2024 08:06:00"
206598,206598,"30/09/2024 8:09 AM",FP/PW/RF/FACE,1,"30/09/2024 08:09:00"
202917,202917,"30/09/2024 8:09 AM",FP/PW/RF/FACE,1,"30/09/2024 08:09:00"
198873,198873,"30/09/2024 8:09 AM",FP/PW/RF/FACE,1,"30/09/2024 08:09:00"
202913,202913,"30/09/2024 8:09 AM",FP/PW/RF/FACE,1,"30/09/2024 08:09:00"
205087,205087,"30/09/2024 8:10 AM",FP/PW/RF/FACE,1,"30/09/2024 08:10:00"
206257,206257,"30/09/2024 8:10 AM",FP/PW/RF/FACE,1,"30/09/2024 08:10:00"
206550,206550,"30/09/2024 8:12 AM",FP/PW/RF/FACE,1,"30/09/2024 08:12:00"
206549,206549,"30/09/2024 8:17 AM",FP/PW/RF/FACE,1,"30/09/2024 08:17:00"
205085,205085,"30/09/2024 8:27 AM",FP/PW/RF/FACE,1,"30/09/2024 08:27:00"
208403,208403,"30/09/2024 8:29 AM",FP/PW/RF/FACE,1,"30/09/2024 08:29:00"
202922,202922,"30/09/2024 8:32 AM",FP/PW/RF/FACE,1,"30/09/2024 08:32:00"
208448,208448,"30/09/2024 8:34 AM",FP/PW/RF/FACE,1,"30/09/2024 08:34:00"
185266,185266,"30/09/2024 8:35 AM",FP/PW/RF/FACE,1,"30/09/2024 08:35:00"
166104,166104,"30/09/2024 8:39 AM",FP/PW/RF/FACE,1,"30/09/2024 08:39:00"
202924,202924,"30/09/2024 8:40 AM",FP/PW/RF/FACE,1,"30/09/2024 08:40:00"
198032,198032,"30/09/2024 8:45 AM",FP/PW/RF/FACE,1,"30/09/2024 08:45:00"
10130,10130,"30/09/2024 8:47 AM",FP/PW/RF/FACE,1,"30/09/2024 08:47:00"
114483,114483,"30/09/2024 8:48 AM",FP/PW/RF/FACE,1,"30/09/2024 08:48:00"
145906,145906,"30/09/2024 8:48 AM",FP/PW/RF/FACE,1,"30/09/2024 08:48:00"
100201,100201,"30/09/2024 8:48 AM",FP/PW/RF/FACE,1,"30/09/2024 08:48:00"
100214,100214,"30/09/2024 8:49 AM",FP/PW/RF/FACE,1,"30/09/2024 08:49:00"
10196,10196,"30/09/2024 8:50 AM",FP/PW/RF/FACE,1,"30/09/2024 08:50:00"
10009,10009,"30/09/2024 8:53 AM",FP/PW/RF/FACE,1,"30/09/2024 08:53:00"
100225,100225,"30/09/2024 8:54 AM",FP/PW/RF/FACE,1,"30/09/2024 08:54:00"
125679,125679,"30/09/2024 8:55 AM",FP/PW/RF/FACE,1,"30/09/2024 08:55:00"
10060,10060,"30/09/2024 8:55 AM",FP/PW/RF/FACE,1,"30/09/2024 08:55:00"
100224,100224,"30/09/2024 8:55 AM",FP/PW/RF/FACE,1,"30/09/2024 08:55:00"
144083,144083,"30/09/2024 8:55 AM",FP/PW/RF/FACE,1,"30/09/2024 08:55:00"
143329,143329,"30/09/2024 8:55 AM",FP/PW/RF/FACE,1,"30/09/2024 08:55:00"
162890,162890,"30/09/2024 8:55 AM",FP/PW/RF/FACE,1,"30/09/2024 08:55:00"
150083,150083,"30/09/2024 8:56 AM",FP/PW/RF/FACE,1,"30/09/2024 08:56:00"
10147,10147,"30/09/2024 8:57 AM",FP/PW/RF/FACE,1,"30/09/2024 08:57:00"
100226,100226,"30/09/2024 8:58 AM",FP/PW/RF/FACE,1,"30/09/2024 08:58:00"
10093,10093,"30/09/2024 9:01 AM",FP/PW/RF/FACE,1,"30/09/2024 09:01:00"
100230,100230,"30/09/2024 9:01 AM",FP/PW/RF/FACE,1,"30/09/2024 09:01:00"
10041,10041,"30/09/2024 9:02 AM",FP/PW/RF/FACE,1,"30/09/2024 09:02:00"
191453,191453,"30/09/2024 9:04 AM",FP/PW/RF/FACE,1,"30/09/2024 09:04:00"
100231,100231,"30/09/2024 9:05 AM",FP/PW/RF/FACE,1,"30/09/2024 09:05:00"
203478,203478,"30/09/2024 9:06 AM",FP/PW/RF/FACE,1,"30/09/2024 09:06:00"
103270,103270,"30/09/2024 9:10 AM",FP/PW/RF/FACE,1,"30/09/2024 09:10:00"
147448,147448,"30/09/2024 9:12 AM",FP/PW/RF/FACE,1,"30/09/2024 09:12:00"
190327,190327,"30/09/2024 9:14 AM",FP/PW/RF/FACE,1,"30/09/2024 09:14:00"
100216,100216,"30/09/2024 9:18 AM",FP/PW/RF/FACE,1,"30/09/2024 09:18:00"
202447,202447,"30/09/2024 9:25 AM",FP/PW/RF/FACE,1,"30/09/2024 09:25:00"
10008,10008,"30/09/2024 9:31 AM",FP/PW/RF/FACE,1,"30/09/2024 09:31:00"
202910,202910,"30/09/2024 9:32 AM",FP/PW/RF/FACE,1,"30/09/2024 09:32:00"
100213,100213,"30/09/2024 10:02 AM",FP/PW/RF/FACE,1,"30/09/2024 10:02:00"
140760,140760,"30/09/2024 10:07 AM",FP/PW/RF/FACE,1,"30/09/2024 10:07:00"
10033,10033,"30/09/2024 11:01 AM",FP/PW/RF/FACE,1,"30/09/2024 11:01:00"
10168,10168,"30/09/2024 4:13 PM",FP/PW/RF/FACE,1,"30/09/2024 16:13:00"
158382,158382,"30/09/2024 4:54 PM",FP/PW/RF/FACE,1,"30/09/2024 16:54:00"
10175,10175,"30/09/2024 6:34 PM",FP/PW/RF/FACE,1,"30/09/2024 18:34:00"
10175,10175,"01/10/2024 12:28 AM",FP/PW/RF/FACE,1,"01/10/2024 00:28:00"
10190,10190,"01/10/2024 12:36 AM",FP/PW/RF/FACE,1,"01/10/2024 00:36:00"
100199,100199,"01/10/2024 7:45 AM",FP/PW/RF/FACE,1,"01/10/2024 07:45:00"
100211,100211,"01/10/2024 7:45 AM",FP/PW/RF/FACE,1,"01/10/2024 07:45:00"
207800,207800,"01/10/2024 7:50 AM",FP/PW/RF/FACE,1,"01/10/2024 07:50:00"
10187,10187,"01/10/2024 7:50 AM",FP/PW/RF/FACE,1,"01/10/2024 07:50:00"
206598,206598,"01/10/2024 7:55 AM",FP/PW/RF/FACE,1,"01/10/2024 07:55:00"
187338,187338,"01/10/2024 7:58 AM",FP/PW/RF/FACE,1,"01/10/2024 07:58:00"
100208,100208,"01/10/2024 8:03 AM",FP/PW/RF/FACE,1,"01/10/2024 08:03:00"
207386,207386,"01/10/2024 8:07 AM",FP/PW/RF/FACE,1,"01/10/2024 08:07:00"
206640,206640,"01/10/2024 8:07 AM",FP/PW/RF/FACE,1,"01/10/2024 08:07:00"
207465,207465,"01/10/2024 8:07 AM",FP/PW/RF/FACE,1,"01/10/2024 08:07:00"
202923,202923,"01/10/2024 8:08 AM",FP/PW/RF/FACE,1,"01/10/2024 08:08:00"
205087,205087,"01/10/2024 8:08 AM",FP/PW/RF/FACE,1,"01/10/2024 08:08:00"
202913,202913,"01/10/2024 8:08 AM",FP/PW/RF/FACE,1,"01/10/2024 08:08:00"
202910,202910,"01/10/2024 8:09 AM",FP/PW/RF/FACE,1,"01/10/2024 08:09:00"
205085,205085,"01/10/2024 8:16 AM",FP/PW/RF/FACE,1,"01/10/2024 08:16:00"
185266,185266,"01/10/2024 8:19 AM",FP/PW/RF/FACE,1,"01/10/2024 08:19:00"
208448,208448,"01/10/2024 8:19 AM",FP/PW/RF/FACE,1,"01/10/2024 08:19:00"
140760,140760,"01/10/2024 8:20 AM",FP/PW/RF/FACE,1,"01/10/2024 08:20:00"
206550,206550,"01/10/2024 8:22 AM",FP/PW/RF/FACE,1,"01/10/2024 08:22:00"
205086,205086,"01/10/2024 8:22 AM",FP/PW/RF/FACE,1,"01/10/2024 08:22:00"
202922,202922,"01/10/2024 8:32 AM",FP/PW/RF/FACE,1,"01/10/2024 08:32:00"
208403,208403,"01/10/2024 8:32 AM",FP/PW/RF/FACE,1,"01/10/2024 08:32:00"
198032,198032,"01/10/2024 8:34 AM",FP/PW/RF/FACE,1,"01/10/2024 08:34:00"
202924,202924,"01/10/2024 8:37 AM",FP/PW/RF/FACE,1,"01/10/2024 08:37:00"
10196,10196,"01/10/2024 8:40 AM",FP/PW/RF/FACE,1,"01/10/2024 08:40:00"
100201,100201,"01/10/2024 8:41 AM",FP/PW/RF/FACE,1,"01/10/2024 08:41:00"
140806,140806,"01/10/2024 8:46 AM",FP/PW/RF/FACE,1,"01/10/2024 08:46:00"
10130,10130,"01/10/2024 8:48 AM",FP/PW/RF/FACE,1,"01/10/2024 08:48:00"
145906,145906,"01/10/2024 8:50 AM",FP/PW/RF/FACE,1,"01/10/2024 08:50:00"
114483,114483,"01/10/2024 8:50 AM",FP/PW/RF/FACE,1,"01/10/2024 08:50:00"
144083,144083,"01/10/2024 8:50 AM",FP/PW/RF/FACE,1,"01/10/2024 08:50:00"
191453,191453,"01/10/2024 8:50 AM",FP/PW/RF/FACE,1,"01/10/2024 08:50:00"
100214,100214,"01/10/2024 8:52 AM",FP/PW/RF/FACE,1,"01/10/2024 08:52:00"
166104,166104,"01/10/2024 8:52 AM",FP/PW/RF/FACE,1,"01/10/2024 08:52:00"
187418,187418,"01/10/2024 8:52 AM",FP/PW/RF/FACE,1,"01/10/2024 08:52:00"
10009,10009,"01/10/2024 8:53 AM",FP/PW/RF/FACE,1,"01/10/2024 08:53:00"
143329,143329,"01/10/2024 8:54 AM",FP/PW/RF/FACE,1,"01/10/2024 08:54:00"
10008,10008,"01/10/2024 8:56 AM",FP/PW/RF/FACE,1,"01/10/2024 08:56:00"
10147,10147,"01/10/2024 8:56 AM",FP/PW/RF/FACE,1,"01/10/2024 08:56:00"
162890,162890,"01/10/2024 8:56 AM",FP/PW/RF/FACE,1,"01/10/2024 08:56:00"
10060,10060,"01/10/2024 8:57 AM",FP/PW/RF/FACE,1,"01/10/2024 08:57:00"
100224,100224,"01/10/2024 8:57 AM",FP/PW/RF/FACE,1,"01/10/2024 08:57:00"
100226,100226,"01/10/2024 8:57 AM",FP/PW/RF/FACE,1,"01/10/2024 08:57:00"
190327,190327,"01/10/2024 9:00 AM",FP/PW/RF/FACE,1,"01/10/2024 09:00:00"
100225,100225,"01/10/2024 9:02 AM",FP/PW/RF/FACE,1,"01/10/2024 09:02:00"
203478,203478,"01/10/2024 9:03 AM",FP/PW/RF/FACE,1,"01/10/2024 09:03:00"
10093,10093,"01/10/2024 9:04 AM",FP/PW/RF/FACE,1,"01/10/2024 09:04:00"
100231,100231,"01/10/2024 9:04 AM",FP/PW/RF/FACE,1,"01/10/2024 09:04:00"
10041,10041,"01/10/2024 9:06 AM",FP/PW/RF/FACE,1,"01/10/2024 09:06:00"
100230,100230,"01/10/2024 9:06 AM",FP/PW/RF/FACE,1,"01/10/2024 09:06:00"
147448,147448,"01/10/2024 9:07 AM",FP/PW/RF/FACE,1,"01/10/2024 09:07:00"
100216,100216,"01/10/2024 9:08 AM",FP/PW/RF/FACE,1,"01/10/2024 09:08:00"
100213,100213,"01/10/2024 9:15 AM",FP/PW/RF/FACE,1,"01/10/2024 09:15:00"
159865,159865,"01/10/2024 9:19 AM",FP/PW/RF/FACE,1,"01/10/2024 09:19:00"
202917,202917,"01/10/2024 9:26 AM",FP/PW/RF/FACE,1,"01/10/2024 09:26:00"
206549,206549,"01/10/2024 9:28 AM",FP/PW/RF/FACE,1,"01/10/2024 09:28:00"
103270,103270,"01/10/2024 9:29 AM",FP/PW/RF/FACE,1,"01/10/2024 09:29:00"
198873,198873,"01/10/2024 9:37 AM",FP/PW/RF/FACE,1,"01/10/2024 09:37:00"
206257,206257,"01/10/2024 9:44 AM",FP/PW/RF/FACE,1,"01/10/2024 09:44:00"
150083,150083,"01/10/2024 9:57 AM",FP/PW/RF/FACE,1,"01/10/2024 09:57:00"
10033,10033,"01/10/2024 10:35 AM",FP/PW/RF/FACE,1,"01/10/2024 10:35:00"
199723,199723,"01/10/2024 1:10 PM",FP/PW/RF/FACE,1,"01/10/2024 13:10:00"
207800,207800,"02/10/2024 7:42 AM",FP/PW/RF/FACE,1,"02/10/2024 07:42:00"
100199,100199,"02/10/2024 7:43 AM",FP/PW/RF/FACE,1,"02/10/2024 07:43:00"
100211,100211,"02/10/2024 7:48 AM",FP/PW/RF/FACE,1,"02/10/2024 07:48:00"
10187,10187,"02/10/2024 7:55 AM",FP/PW/RF/FACE,1,"02/10/2024 07:55:00"
187418,187418,"02/10/2024 7:59 AM",FP/PW/RF/FACE,1,"02/10/2024 07:59:00"
207386,207386,"02/10/2024 7:59 AM",FP/PW/RF/FACE,1,"02/10/2024 07:59:00"
206640,206640,"02/10/2024 7:59 AM",FP/PW/RF/FACE,1,"02/10/2024 07:59:00"
187338,187338,"02/10/2024 7:59 AM",FP/PW/RF/FACE,1,"02/10/2024 07:59:00"
100208,100208,"02/10/2024 8:00 AM",FP/PW/RF/FACE,1,"02/10/2024 08:00:00"
202923,202923,"02/10/2024 8:01 AM",FP/PW/RF/FACE,1,"02/10/2024 08:01:00"
207465,207465,"02/10/2024 8:03 AM",FP/PW/RF/FACE,1,"02/10/2024 08:03:00"
205086,205086,"02/10/2024 8:03 AM",FP/PW/RF/FACE,1,"02/10/2024 08:03:00"
205085,205085,"02/10/2024 8:08 AM",FP/PW/RF/FACE,1,"02/10/2024 08:08:00"
202924,202924,"02/10/2024 8:12 AM",FP/PW/RF/FACE,1,"02/10/2024 08:12:00"
185266,185266,"02/10/2024 8:13 AM",FP/PW/RF/FACE,1,"02/10/2024 08:13:00"
206598,206598,"02/10/2024 8:13 AM",FP/PW/RF/FACE,1,"02/10/2024 08:13:00"
206549,206549,"02/10/2024 8:16 AM",FP/PW/RF/FACE,1,"02/10/2024 08:16:00"
206550,206550,"02/10/2024 8:16 AM",FP/PW/RF/FACE,1,"02/10/2024 08:16:00"
140760,140760,"02/10/2024 8:23 AM",FP/PW/RF/FACE,1,"02/10/2024 08:23:00"
208448,208448,"02/10/2024 8:23 AM",FP/PW/RF/FACE,1,"02/10/2024 08:23:00"
202922,202922,"02/10/2024 8:24 AM",FP/PW/RF/FACE,1,"02/10/2024 08:24:00"
198873,198873,"02/10/2024 8:25 AM",FP/PW/RF/FACE,1,"02/10/2024 08:25:00"
198032,198032,"02/10/2024 8:31 AM",FP/PW/RF/FACE,1,"02/10/2024 08:31:00"
159865,159865,"02/10/2024 8:33 AM",FP/PW/RF/FACE,1,"02/10/2024 08:33:00"
10196,10196,"02/10/2024 8:34 AM",FP/PW/RF/FACE,1,"02/10/2024 08:34:00"
144083,144083,"02/10/2024 8:38 AM",FP/PW/RF/FACE,1,"02/10/2024 08:38:00"
100231,100231,"02/10/2024 8:44 AM",FP/PW/RF/FACE,1,"02/10/2024 08:44:00"
10130,10130,"02/10/2024 8:46 AM",FP/PW/RF/FACE,1,"02/10/2024 08:46:00"
114483,114483,"02/10/2024 8:47 AM",FP/PW/RF/FACE,1,"02/10/2024 08:47:00"
10060,10060,"02/10/2024 8:49 AM",FP/PW/RF/FACE,1,"02/10/2024 08:49:00"
100214,100214,"02/10/2024 8:49 AM",FP/PW/RF/FACE,1,"02/10/2024 08:49:00"
140806,140806,"02/10/2024 8:49 AM",FP/PW/RF/FACE,1,"02/10/2024 08:49:00"
10009,10009,"02/10/2024 8:52 AM",FP/PW/RF/FACE,1,"02/10/2024 08:52:00"
100226,100226,"02/10/2024 8:56 AM",FP/PW/RF/FACE,1,"02/10/2024 08:56:00"
143329,143329,"02/10/2024 8:56 AM",FP/PW/RF/FACE,1,"02/10/2024 08:56:00"
203478,203478,"02/10/2024 8:56 AM",FP/PW/RF/FACE,1,"02/10/2024 08:56:00"
10008,10008,"02/10/2024 8:58 AM",FP/PW/RF/FACE,1,"02/10/2024 08:58:00"
191453,191453,"02/10/2024 8:59 AM",FP/PW/RF/FACE,1,"02/10/2024 08:59:00"
100224,100224,"02/10/2024 8:59 AM",FP/PW/RF/FACE,1,"02/10/2024 08:59:00"
10147,10147,"02/10/2024 8:59 AM",FP/PW/RF/FACE,1,"02/10/2024 08:59:00"
190327,190327,"02/10/2024 8:59 AM",FP/PW/RF/FACE,1,"02/10/2024 08:59:00"
145906,145906,"02/10/2024 8:59 AM",FP/PW/RF/FACE,1,"02/10/2024 08:59:00"
100230,100230,"02/10/2024 9:00 AM",FP/PW/RF/FACE,1,"02/10/2024 09:00:00"
202921,202921,"02/10/2024 9:02 AM",FP/PW/RF/FACE,1,"02/10/2024 09:02:00"
100225,100225,"02/10/2024 9:02 AM",FP/PW/RF/FACE,1,"02/10/2024 09:02:00"
10033,10033,"02/10/2024 9:05 AM",FP/PW/RF/FACE,1,"02/10/2024 09:05:00"
100216,100216,"02/10/2024 9:08 AM",FP/PW/RF/FACE,1,"02/10/2024 09:08:00"
10041,10041,"02/10/2024 9:09 AM",FP/PW/RF/FACE,1,"02/10/2024 09:09:00"
10190,10190,"02/10/2024 9:11 AM",FP/PW/RF/FACE,1,"02/10/2024 09:11:00"
125679,125679,"02/10/2024 9:11 AM",FP/PW/RF/FACE,1,"02/10/2024 09:11:00"
10093,10093,"02/10/2024 9:17 AM",FP/PW/RF/FACE,1,"02/10/2024 09:17:00"
150083,150083,"02/10/2024 9:20 AM",FP/PW/RF/FACE,1,"02/10/2024 09:20:00"
103270,103270,"02/10/2024 9:26 AM",FP/PW/RF/FACE,1,"02/10/2024 09:26:00"
202910,202910,"02/10/2024 9:35 AM",FP/PW/RF/FACE,1,"02/10/2024 09:35:00"
100213,100213,"02/10/2024 9:46 AM",FP/PW/RF/FACE,1,"02/10/2024 09:46:00"
100201,100201,"02/10/2024 9:52 AM",FP/PW/RF/FACE,1,"02/10/2024 09:52:00"
202447,202447,"02/10/2024 10:04 AM",FP/PW/RF/FACE,1,"02/10/2024 10:04:00"
202917,202917,"02/10/2024 10:11 AM",FP/PW/RF/FACE,1,"02/10/2024 10:11:00"
206257,206257,"02/10/2024 10:39 AM",FP/PW/RF/FACE,1,"02/10/2024 10:39:00"
10168,10168,"02/10/2024 5:28 PM",FP/PW/RF/FACE,1,"02/10/2024 17:28:00"
10175,10175,"02/10/2024 6:40 PM",FP/PW/RF/FACE,1,"02/10/2024 18:40:00"
