"Ac-No","Name","sTime","Verify Mode","Machine","formattedDate"
205085,205085,"28/01/2025 8:51 AM",FP/PW/RF/FACE,1,"28/01/2025 08:51:00"
100225,100225,"28/01/2025 8:52 AM",FP/PW/RF/FACE,1,"28/01/2025 08:52:00"
203478,203478,"28/01/2025 8:52 AM",FP/PW/RF/FACE,1,"28/01/2025 08:52:00"
205086,205086,"28/01/2025 8:53 AM",FP/PW/RF/FACE,1,"28/01/2025 08:53:00"
210942,210942,"28/01/2025 8:53 AM",FP/PW/RF/FACE,1,"28/01/2025 08:53:00"
100231,100231,"28/01/2025 8:55 AM",FP/PW/RF/FACE,1,"28/01/2025 08:55:00"
202921,202921,"28/01/2025 8:56 AM",FP/PW/RF/FACE,1,"28/01/2025 08:56:00"
150083,150083,"28/01/2025 8:58 AM",FP/PW/RF/FACE,1,"28/01/2025 08:58:00"
198873,198873,"28/01/2025 8:59 AM",FP/PW/RF/FACE,1,"28/01/2025 08:59:00"
20019,20019,"23/04/2024 10:50 AM",FP/PW/RF/FACE,2,"23/04/2024 10:50:00"
20014,20014,"23/04/2024 10:55 AM",FP/PW/RF/FACE,2,"23/04/2024 10:55:00"
20022,20022,"23/04/2024 11:02 AM",FP/PW/RF/FACE,2,"23/04/2024 11:02:00"
20017,20017,"23/04/2024 11:20 AM",FP/PW/RF/FACE,2,"23/04/2024 11:20:00"
20005,20005,"23/04/2024 11:23 AM",FP/PW/RF/FACE,2,"23/04/2024 11:23:00"
20007,20007,"23/04/2024 11:35 AM",FP/PW/RF/FACE,2,"23/04/2024 11:35:00"
20012,20012,"23/04/2024 1:03 PM",FP/PW/RF/FACE,2,"23/04/2024 13:03:00"
20016,20016,"23/04/2024 1:03 PM",FP/PW/RF/FACE,2,"23/04/2024 13:03:00"
20006,20006,"23/04/2024 2:42 PM",FP/PW/RF/FACE,2,"23/04/2024 14:42:00"
100217,100217,"23/04/2024 2:42 PM",FP/PW/RF/FACE,2,"23/04/2024 14:42:00"
20020,20020,"23/04/2024 6:10 PM",FP/PW/RF/FACE,2,"23/04/2024 18:10:00"
100223,100223,"23/04/2024 6:47 PM",FP/PW/RF/FACE,2,"23/04/2024 18:47:00"
100227,100227,"23/04/2024 8:24 PM",FP/PW/RF/FACE,2,"23/04/2024 20:24:00"
187338,187338,"24/04/2024 7:57 AM",FP/PW/RF/FACE,2,"24/04/2024 07:57:00"
100227,100227,"24/04/2024 8:01 AM",FP/PW/RF/FACE,2,"24/04/2024 08:01:00"
20007,20007,"24/04/2024 8:22 AM",FP/PW/RF/FACE,2,"24/04/2024 08:22:00"
10152,10152,"24/04/2024 8:41 AM",FP/PW/RF/FACE,2,"24/04/2024 08:41:00"
20008,20008,"24/04/2024 8:45 AM",FP/PW/RF/FACE,2,"24/04/2024 08:45:00"
20012,20012,"24/04/2024 8:49 AM",FP/PW/RF/FACE,2,"24/04/2024 08:49:00"
20013,20013,"24/04/2024 8:55 AM",FP/PW/RF/FACE,2,"24/04/2024 08:55:00"
101492,101492,"24/04/2024 8:58 AM",FP/PW/RF/FACE,2,"24/04/2024 08:58:00"
20004,20004,"24/04/2024 9:03 AM",FP/PW/RF/FACE,2,"24/04/2024 09:03:00"
20016,20016,"24/04/2024 9:03 AM",FP/PW/RF/FACE,2,"24/04/2024 09:03:00"
20020,20020,"24/04/2024 9:10 AM",FP/PW/RF/FACE,2,"24/04/2024 09:10:00"
20006,20006,"24/04/2024 9:11 AM",FP/PW/RF/FACE,2,"24/04/2024 09:11:00"
100205,100205,"24/04/2024 9:22 AM",FP/PW/RF/FACE,2,"24/04/2024 09:22:00"
100217,100217,"24/04/2024 9:38 AM",FP/PW/RF/FACE,2,"24/04/2024 09:38:00"
20014,20014,"24/04/2024 10:35 AM",FP/PW/RF/FACE,2,"24/04/2024 10:35:00"
20019,20019,"24/04/2024 11:05 AM",FP/PW/RF/FACE,2,"24/04/2024 11:05:00"
20005,20005,"24/04/2024 11:29 AM",FP/PW/RF/FACE,2,"24/04/2024 11:29:00"
20022,20022,"24/04/2024 11:31 AM",FP/PW/RF/FACE,2,"24/04/2024 11:31:00"
20017,20017,"24/04/2024 11:50 AM",FP/PW/RF/FACE,2,"24/04/2024 11:50:00"
10168,10168,"24/04/2024 1:46 PM",FP/PW/RF/FACE,2,"24/04/2024 13:46:00"
187338,187338,"25/04/2024 8:01 AM",FP/PW/RF/FACE,2,"25/04/2024 08:01:00"
100227,100227,"25/04/2024 8:06 AM",FP/PW/RF/FACE,2,"25/04/2024 08:06:00"
20012,20012,"25/04/2024 8:33 AM",FP/PW/RF/FACE,2,"25/04/2024 08:33:00"
20007,20007,"25/04/2024 8:40 AM",FP/PW/RF/FACE,2,"25/04/2024 08:40:00"
20016,20016,"25/04/2024 8:45 AM",FP/PW/RF/FACE,2,"25/04/2024 08:45:00"
20013,20013,"25/04/2024 8:58 AM",FP/PW/RF/FACE,2,"25/04/2024 08:58:00"
101492,101492,"25/04/2024 9:03 AM",FP/PW/RF/FACE,2,"25/04/2024 09:03:00"
20020,20020,"25/04/2024 9:04 AM",FP/PW/RF/FACE,2,"25/04/2024 09:04:00"
20004,20004,"25/04/2024 9:06 AM",FP/PW/RF/FACE,2,"25/04/2024 09:06:00"
20006,20006,"25/04/2024 9:10 AM",FP/PW/RF/FACE,2,"25/04/2024 09:10:00"
100217,100217,"25/04/2024 9:11 AM",FP/PW/RF/FACE,2,"25/04/2024 09:11:00"
100205,100205,"25/04/2024 9:19 AM",FP/PW/RF/FACE,2,"25/04/2024 09:19:00"
20008,20008,"25/04/2024 9:23 AM",FP/PW/RF/FACE,2,"25/04/2024 09:23:00"
20014,20014,"25/04/2024 9:37 AM",FP/PW/RF/FACE,2,"25/04/2024 09:37:00"
20019,20019,"25/04/2024 11:02 AM",FP/PW/RF/FACE,2,"25/04/2024 11:02:00"
20022,20022,"25/04/2024 11:19 AM",FP/PW/RF/FACE,2,"25/04/2024 11:19:00"
20005,20005,"25/04/2024 11:41 AM",FP/PW/RF/FACE,2,"25/04/2024 11:41:00"
20017,20017,"25/04/2024 12:07 PM",FP/PW/RF/FACE,2,"25/04/2024 12:07:00"
162890,162890,"27/04/2024 8:21 AM",FP/PW/RF/FACE,2,"27/04/2024 08:21:00"
10152,10152,"27/04/2024 8:31 AM",FP/PW/RF/FACE,2,"27/04/2024 08:31:00"
100217,100217,"27/04/2024 8:37 AM",FP/PW/RF/FACE,2,"27/04/2024 08:37:00"
20008,20008,"27/04/2024 8:39 AM",FP/PW/RF/FACE,2,"27/04/2024 08:39:00"
20012,20012,"27/04/2024 8:40 AM",FP/PW/RF/FACE,2,"27/04/2024 08:40:00"
20016,20016,"27/04/2024 8:42 AM",FP/PW/RF/FACE,2,"27/04/2024 08:42:00"
20004,20004,"27/04/2024 8:49 AM",FP/PW/RF/FACE,2,"27/04/2024 08:49:00"
20013,20013,"27/04/2024 8:50 AM",FP/PW/RF/FACE,2,"27/04/2024 08:50:00"
20006,20006,"27/04/2024 8:54 AM",FP/PW/RF/FACE,2,"27/04/2024 08:54:00"
20020,20020,"27/04/2024 8:57 AM",FP/PW/RF/FACE,2,"27/04/2024 08:57:00"
100205,100205,"27/04/2024 8:58 AM",FP/PW/RF/FACE,2,"27/04/2024 08:58:00"
20007,20007,"27/04/2024 9:03 AM",FP/PW/RF/FACE,2,"27/04/2024 09:03:00"
20014,20014,"27/04/2024 10:03 AM",FP/PW/RF/FACE,2,"27/04/2024 10:03:00"
20019,20019,"27/04/2024 10:44 AM",FP/PW/RF/FACE,2,"27/04/2024 10:44:00"
20022,20022,"27/04/2024 11:04 AM",FP/PW/RF/FACE,2,"27/04/2024 11:04:00"
20017,20017,"27/04/2024 11:32 AM",FP/PW/RF/FACE,2,"27/04/2024 11:32:00"
20005,20005,"27/04/2024 11:46 AM",FP/PW/RF/FACE,2,"27/04/2024 11:46:00"
108781,108781,"27/04/2024 12:40 PM",FP/PW/RF/FACE,2,"27/04/2024 12:40:00"
10175,10175,"27/04/2024 6:09 PM",FP/PW/RF/FACE,2,"27/04/2024 18:09:00"
187338,187338,"27/04/2024 6:29 PM",FP/PW/RF/FACE,2,"27/04/2024 18:29:00"
100227,100227,"27/04/2024 8:10 PM",FP/PW/RF/FACE,2,"27/04/2024 20:10:00"
100227,100227,"28/04/2024 8:01 AM",FP/PW/RF/FACE,2,"28/04/2024 08:01:00"
20012,20012,"28/04/2024 8:32 AM",FP/PW/RF/FACE,2,"28/04/2024 08:32:00"
20008,20008,"28/04/2024 8:36 AM",FP/PW/RF/FACE,2,"28/04/2024 08:36:00"
20016,20016,"28/04/2024 8:39 AM",FP/PW/RF/FACE,2,"28/04/2024 08:39:00"
100217,100217,"28/04/2024 8:45 AM",FP/PW/RF/FACE,2,"28/04/2024 08:45:00"
100205,100205,"28/04/2024 8:45 AM",FP/PW/RF/FACE,2,"28/04/2024 08:45:00"
20004,20004,"28/04/2024 8:53 AM",FP/PW/RF/FACE,2,"28/04/2024 08:53:00"
20006,20006,"28/04/2024 8:55 AM",FP/PW/RF/FACE,2,"28/04/2024 08:55:00"
20020,20020,"28/04/2024 8:57 AM",FP/PW/RF/FACE,2,"28/04/2024 08:57:00"
20013,20013,"28/04/2024 8:57 AM",FP/PW/RF/FACE,2,"28/04/2024 08:57:00"
101492,101492,"28/04/2024 8:57 AM",FP/PW/RF/FACE,2,"28/04/2024 08:57:00"
20007,20007,"28/04/2024 8:58 AM",FP/PW/RF/FACE,2,"28/04/2024 08:58:00"
20014,20014,"28/04/2024 10:11 AM",FP/PW/RF/FACE,2,"28/04/2024 10:11:00"
20019,20019,"28/04/2024 11:02 AM",FP/PW/RF/FACE,2,"28/04/2024 11:02:00"
20022,20022,"28/04/2024 11:05 AM",FP/PW/RF/FACE,2,"28/04/2024 11:05:00"
20017,20017,"28/04/2024 11:12 AM",FP/PW/RF/FACE,2,"28/04/2024 11:12:00"
20005,20005,"28/04/2024 12:18 PM",FP/PW/RF/FACE,2,"28/04/2024 12:18:00"
10152,10152,"28/04/2024 5:30 PM",FP/PW/RF/FACE,2,"28/04/2024 17:30:00"
187338,187338,"28/04/2024 6:16 PM",FP/PW/RF/FACE,2,"28/04/2024 18:16:00"
100227,100227,"29/04/2024 8:03 AM",FP/PW/RF/FACE,2,"29/04/2024 08:03:00"
100205,100205,"29/04/2024 8:33 AM",FP/PW/RF/FACE,2,"29/04/2024 08:33:00"
20016,20016,"29/04/2024 8:34 AM",FP/PW/RF/FACE,2,"29/04/2024 08:34:00"
20012,20012,"29/04/2024 8:40 AM",FP/PW/RF/FACE,2,"29/04/2024 08:40:00"
20007,20007,"29/04/2024 8:53 AM",FP/PW/RF/FACE,2,"29/04/2024 08:53:00"
100217,100217,"29/04/2024 8:53 AM",FP/PW/RF/FACE,2,"29/04/2024 08:53:00"
101492,101492,"29/04/2024 8:53 AM",FP/PW/RF/FACE,2,"29/04/2024 08:53:00"
20004,20004,"29/04/2024 8:53 AM",FP/PW/RF/FACE,2,"29/04/2024 08:53:00"
20006,20006,"29/04/2024 8:53 AM",FP/PW/RF/FACE,2,"29/04/2024 08:53:00"
20008,20008,"29/04/2024 8:55 AM",FP/PW/RF/FACE,2,"29/04/2024 08:55:00"
20020,20020,"29/04/2024 8:57 AM",FP/PW/RF/FACE,2,"29/04/2024 08:57:00"
20013,20013,"29/04/2024 9:04 AM",FP/PW/RF/FACE,2,"29/04/2024 09:04:00"
20014,20014,"29/04/2024 10:01 AM",FP/PW/RF/FACE,2,"29/04/2024 10:01:00"
20019,20019,"29/04/2024 10:50 AM",FP/PW/RF/FACE,2,"29/04/2024 10:50:00"
20022,20022,"29/04/2024 10:57 AM",FP/PW/RF/FACE,2,"29/04/2024 10:57:00"
20005,20005,"29/04/2024 12:02 PM",FP/PW/RF/FACE,2,"29/04/2024 12:02:00"
20017,20017,"29/04/2024 12:06 PM",FP/PW/RF/FACE,2,"29/04/2024 12:06:00"
187338,187338,"29/04/2024 5:54 PM",FP/PW/RF/FACE,2,"29/04/2024 17:54:00"
10152,10152,"29/04/2024 7:24 PM",FP/PW/RF/FACE,2,"29/04/2024 19:24:00"
100227,100227,"30/04/2024 8:02 AM",FP/PW/RF/FACE,2,"30/04/2024 08:02:00"
100205,100205,"30/04/2024 8:36 AM",FP/PW/RF/FACE,2,"30/04/2024 08:36:00"
20016,20016,"30/04/2024 8:40 AM",FP/PW/RF/FACE,2,"30/04/2024 08:40:00"
20012,20012,"30/04/2024 8:48 AM",FP/PW/RF/FACE,2,"30/04/2024 08:48:00"
20013,20013,"30/04/2024 8:50 AM",FP/PW/RF/FACE,2,"30/04/2024 08:50:00"
20004,20004,"30/04/2024 8:55 AM",FP/PW/RF/FACE,2,"30/04/2024 08:55:00"
20006,20006,"30/04/2024 8:55 AM",FP/PW/RF/FACE,2,"30/04/2024 08:55:00"
100217,100217,"30/04/2024 8:56 AM",FP/PW/RF/FACE,2,"30/04/2024 08:56:00"
20020,20020,"30/04/2024 8:56 AM",FP/PW/RF/FACE,2,"30/04/2024 08:56:00"
20007,20007,"30/04/2024 8:56 AM",FP/PW/RF/FACE,2,"30/04/2024 08:56:00"
101492,101492,"30/04/2024 8:59 AM",FP/PW/RF/FACE,2,"30/04/2024 08:59:00"
20008,20008,"30/04/2024 9:17 AM",FP/PW/RF/FACE,2,"30/04/2024 09:17:00"
20014,20014,"30/04/2024 10:10 AM",FP/PW/RF/FACE,2,"30/04/2024 10:10:00"
20022,20022,"30/04/2024 10:28 AM",FP/PW/RF/FACE,2,"30/04/2024 10:28:00"
20019,20019,"30/04/2024 10:41 AM",FP/PW/RF/FACE,2,"30/04/2024 10:41:00"
20017,20017,"30/04/2024 11:57 AM",FP/PW/RF/FACE,2,"30/04/2024 11:57:00"
20005,20005,"30/04/2024 12:06 PM",FP/PW/RF/FACE,2,"30/04/2024 12:06:00"
187338,187338,"30/04/2024 6:18 PM",FP/PW/RF/FACE,2,"30/04/2024 18:18:00"
100227,100227,"01/05/2024 8:03 AM",FP/PW/RF/FACE,2,"01/05/2024 08:03:00"
10175,10175,"01/05/2024 8:49 AM",FP/PW/RF/FACE,2,"01/05/2024 08:49:00"
100227,100227,"02/05/2024 8:03 AM",FP/PW/RF/FACE,2,"02/05/2024 08:03:00"
10175,10175,"02/05/2024 8:11 AM",FP/PW/RF/FACE,2,"02/05/2024 08:11:00"
20016,20016,"02/05/2024 8:36 AM",FP/PW/RF/FACE,2,"02/05/2024 08:36:00"
20013,20013,"02/05/2024 8:49 AM",FP/PW/RF/FACE,2,"02/05/2024 08:49:00"
20012,20012,"02/05/2024 8:49 AM",FP/PW/RF/FACE,2,"02/05/2024 08:49:00"
100217,100217,"02/05/2024 8:51 AM",FP/PW/RF/FACE,2,"02/05/2024 08:51:00"
20007,20007,"02/05/2024 8:54 AM",FP/PW/RF/FACE,2,"02/05/2024 08:54:00"
100205,100205,"02/05/2024 8:56 AM",FP/PW/RF/FACE,2,"02/05/2024 08:56:00"
101492,101492,"02/05/2024 8:56 AM",FP/PW/RF/FACE,2,"02/05/2024 08:56:00"
20006,20006,"02/05/2024 8:58 AM",FP/PW/RF/FACE,2,"02/05/2024 08:58:00"
20020,20020,"02/05/2024 8:58 AM",FP/PW/RF/FACE,2,"02/05/2024 08:58:00"
20014,20014,"02/05/2024 10:13 AM",FP/PW/RF/FACE,2,"02/05/2024 10:13:00"
20004,20004,"02/05/2024 10:23 AM",FP/PW/RF/FACE,2,"02/05/2024 10:23:00"
20022,20022,"02/05/2024 11:07 AM",FP/PW/RF/FACE,2,"02/05/2024 11:07:00"
20017,20017,"02/05/2024 11:48 AM",FP/PW/RF/FACE,2,"02/05/2024 11:48:00"
20005,20005,"02/05/2024 12:51 PM",FP/PW/RF/FACE,2,"02/05/2024 12:51:00"
187338,187338,"02/05/2024 3:23 PM",FP/PW/RF/FACE,2,"02/05/2024 15:23:00"
100227,100227,"03/05/2024 8:03 AM",FP/PW/RF/FACE,2,"03/05/2024 08:03:00"
187338,187338,"04/05/2024 7:53 AM",FP/PW/RF/FACE,2,"04/05/2024 07:53:00"
100205,100205,"04/05/2024 8:28 AM",FP/PW/RF/FACE,2,"04/05/2024 08:28:00"
100217,100217,"04/05/2024 8:41 AM",FP/PW/RF/FACE,2,"04/05/2024 08:41:00"
20007,20007,"04/05/2024 8:47 AM",FP/PW/RF/FACE,2,"04/05/2024 08:47:00"
20012,20012,"04/05/2024 8:50 AM",FP/PW/RF/FACE,2,"04/05/2024 08:50:00"
20016,20016,"04/05/2024 8:50 AM",FP/PW/RF/FACE,2,"04/05/2024 08:50:00"
20006,20006,"04/05/2024 8:55 AM",FP/PW/RF/FACE,2,"04/05/2024 08:55:00"
20013,20013,"04/05/2024 8:55 AM",FP/PW/RF/FACE,2,"04/05/2024 08:55:00"
101492,101492,"04/05/2024 8:57 AM",FP/PW/RF/FACE,2,"04/05/2024 08:57:00"
20004,20004,"04/05/2024 9:02 AM",FP/PW/RF/FACE,2,"04/05/2024 09:02:00"
20020,20020,"04/05/2024 9:07 AM",FP/PW/RF/FACE,2,"04/05/2024 09:07:00"
20014,20014,"04/05/2024 9:45 AM",FP/PW/RF/FACE,2,"04/05/2024 09:45:00"
20022,20022,"04/05/2024 10:52 AM",FP/PW/RF/FACE,2,"04/05/2024 10:52:00"
20019,20019,"04/05/2024 10:56 AM",FP/PW/RF/FACE,2,"04/05/2024 10:56:00"
20017,20017,"04/05/2024 11:15 AM",FP/PW/RF/FACE,2,"04/05/2024 11:15:00"
20005,20005,"04/05/2024 12:20 PM",FP/PW/RF/FACE,2,"04/05/2024 12:20:00"
10175,10175,"04/05/2024 7:05 PM",FP/PW/RF/FACE,2,"04/05/2024 19:05:00"
100227,100227,"04/05/2024 8:05 PM",FP/PW/RF/FACE,2,"04/05/2024 20:05:00"
187338,187338,"05/05/2024 8:02 AM",FP/PW/RF/FACE,2,"05/05/2024 08:02:00"
20013,20013,"05/05/2024 9:22 AM",FP/PW/RF/FACE,2,"05/05/2024 09:22:00"
20016,20016,"05/05/2024 9:22 AM",FP/PW/RF/FACE,2,"05/05/2024 09:22:00"
20006,20006,"05/05/2024 9:22 AM",FP/PW/RF/FACE,2,"05/05/2024 09:22:00"
100217,100217,"05/05/2024 9:22 AM",FP/PW/RF/FACE,2,"05/05/2024 09:22:00"
20012,20012,"05/05/2024 9:22 AM",FP/PW/RF/FACE,2,"05/05/2024 09:22:00"
20007,20007,"05/05/2024 9:22 AM",FP/PW/RF/FACE,2,"05/05/2024 09:22:00"
20020,20020,"05/05/2024 9:22 AM",FP/PW/RF/FACE,2,"05/05/2024 09:22:00"
101492,101492,"05/05/2024 9:23 AM",FP/PW/RF/FACE,2,"05/05/2024 09:23:00"
100205,100205,"05/05/2024 9:23 AM",FP/PW/RF/FACE,2,"05/05/2024 09:23:00"
20004,20004,"05/05/2024 9:23 AM",FP/PW/RF/FACE,2,"05/05/2024 09:23:00"
20008,20008,"05/05/2024 9:31 AM",FP/PW/RF/FACE,2,"05/05/2024 09:31:00"
20014,20014,"05/05/2024 9:48 AM",FP/PW/RF/FACE,2,"05/05/2024 09:48:00"
20019,20019,"05/05/2024 11:33 AM",FP/PW/RF/FACE,2,"05/05/2024 11:33:00"
20005,20005,"05/05/2024 11:36 AM",FP/PW/RF/FACE,2,"05/05/2024 11:36:00"
20017,20017,"05/05/2024 11:41 AM",FP/PW/RF/FACE,2,"05/05/2024 11:41:00"
20022,20022,"05/05/2024 11:43 AM",FP/PW/RF/FACE,2,"05/05/2024 11:43:00"
187338,187338,"06/05/2024 7:59 AM",FP/PW/RF/FACE,2,"06/05/2024 07:59:00"
20012,20012,"06/05/2024 8:13 AM",FP/PW/RF/FACE,2,"06/05/2024 08:13:00"
100199,100199,"06/05/2024 8:31 AM",FP/PW/RF/FACE,2,"06/05/2024 08:31:00"
20008,20008,"06/05/2024 8:40 AM",FP/PW/RF/FACE,2,"06/05/2024 08:40:00"
20016,20016,"06/05/2024 8:49 AM",FP/PW/RF/FACE,2,"06/05/2024 08:49:00"
100217,100217,"06/05/2024 8:51 AM",FP/PW/RF/FACE,2,"06/05/2024 08:51:00"
20007,20007,"06/05/2024 8:52 AM",FP/PW/RF/FACE,2,"06/05/2024 08:52:00"
101492,101492,"06/05/2024 8:54 AM",FP/PW/RF/FACE,2,"06/05/2024 08:54:00"
10168,10168,"06/05/2024 8:56 AM",FP/PW/RF/FACE,2,"06/05/2024 08:56:00"
20006,20006,"06/05/2024 8:56 AM",FP/PW/RF/FACE,2,"06/05/2024 08:56:00"
100205,100205,"06/05/2024 8:56 AM",FP/PW/RF/FACE,2,"06/05/2024 08:56:00"
20013,20013,"06/05/2024 8:57 AM",FP/PW/RF/FACE,2,"06/05/2024 08:57:00"
20004,20004,"06/05/2024 9:02 AM",FP/PW/RF/FACE,2,"06/05/2024 09:02:00"
20020,20020,"06/05/2024 9:03 AM",FP/PW/RF/FACE,2,"06/05/2024 09:03:00"
20014,20014,"06/05/2024 10:49 AM",FP/PW/RF/FACE,2,"06/05/2024 10:49:00"
20019,20019,"06/05/2024 11:05 AM",FP/PW/RF/FACE,2,"06/05/2024 11:05:00"
20017,20017,"06/05/2024 11:27 AM",FP/PW/RF/FACE,2,"06/05/2024 11:27:00"
20022,20022,"06/05/2024 12:05 PM",FP/PW/RF/FACE,2,"06/05/2024 12:05:00"
20005,20005,"06/05/2024 2:50 PM",FP/PW/RF/FACE,2,"06/05/2024 14:50:00"
187338,187338,"07/05/2024 7:55 AM",FP/PW/RF/FACE,2,"07/05/2024 07:55:00"
100205,100205,"07/05/2024 8:41 AM",FP/PW/RF/FACE,2,"07/05/2024 08:41:00"
20016,20016,"07/05/2024 8:44 AM",FP/PW/RF/FACE,2,"07/05/2024 08:44:00"
20007,20007,"07/05/2024 8:46 AM",FP/PW/RF/FACE,2,"07/05/2024 08:46:00"
20012,20012,"07/05/2024 8:51 AM",FP/PW/RF/FACE,2,"07/05/2024 08:51:00"
100217,100217,"07/05/2024 8:53 AM",FP/PW/RF/FACE,2,"07/05/2024 08:53:00"
20006,20006,"07/05/2024 8:54 AM",FP/PW/RF/FACE,2,"07/05/2024 08:54:00"
101492,101492,"07/05/2024 8:55 AM",FP/PW/RF/FACE,2,"07/05/2024 08:55:00"
20013,20013,"07/05/2024 8:56 AM",FP/PW/RF/FACE,2,"07/05/2024 08:56:00"
20004,20004,"07/05/2024 9:01 AM",FP/PW/RF/FACE,2,"07/05/2024 09:01:00"
20020,20020,"07/05/2024 9:07 AM",FP/PW/RF/FACE,2,"07/05/2024 09:07:00"
20008,20008,"07/05/2024 9:08 AM",FP/PW/RF/FACE,2,"07/05/2024 09:08:00"
10152,10152,"07/05/2024 10:09 AM",FP/PW/RF/FACE,2,"07/05/2024 10:09:00"
20014,20014,"07/05/2024 10:11 AM",FP/PW/RF/FACE,2,"07/05/2024 10:11:00"
20019,20019,"07/05/2024 10:55 AM",FP/PW/RF/FACE,2,"07/05/2024 10:55:00"
20022,20022,"07/05/2024 11:21 AM",FP/PW/RF/FACE,2,"07/05/2024 11:21:00"
20017,20017,"07/05/2024 11:42 AM",FP/PW/RF/FACE,2,"07/05/2024 11:42:00"
20005,20005,"07/05/2024 12:23 PM",FP/PW/RF/FACE,2,"07/05/2024 12:23:00"
10168,10168,"07/05/2024 12:51 PM",FP/PW/RF/FACE,2,"07/05/2024 12:51:00"
100227,100227,"07/05/2024 8:08 PM",FP/PW/RF/FACE,2,"07/05/2024 20:08:00"
187338,187338,"08/05/2024 7:53 AM",FP/PW/RF/FACE,2,"08/05/2024 07:53:00"
20012,20012,"08/05/2024 8:07 AM",FP/PW/RF/FACE,2,"08/05/2024 08:07:00"
100227,100227,"08/05/2024 8:08 AM",FP/PW/RF/FACE,2,"08/05/2024 08:08:00"
20007,20007,"08/05/2024 8:39 AM",FP/PW/RF/FACE,2,"08/05/2024 08:39:00"
20016,20016,"08/05/2024 8:41 AM",FP/PW/RF/FACE,2,"08/05/2024 08:41:00"
100217,100217,"08/05/2024 8:50 AM",FP/PW/RF/FACE,2,"08/05/2024 08:50:00"
20013,20013,"08/05/2024 8:52 AM",FP/PW/RF/FACE,2,"08/05/2024 08:52:00"
100205,100205,"08/05/2024 8:53 AM",FP/PW/RF/FACE,2,"08/05/2024 08:53:00"
20006,20006,"08/05/2024 8:57 AM",FP/PW/RF/FACE,2,"08/05/2024 08:57:00"
20004,20004,"08/05/2024 8:58 AM",FP/PW/RF/FACE,2,"08/05/2024 08:58:00"
101492,101492,"08/05/2024 9:00 AM",FP/PW/RF/FACE,2,"08/05/2024 09:00:00"
20020,20020,"08/05/2024 9:03 AM",FP/PW/RF/FACE,2,"08/05/2024 09:03:00"
20008,20008,"08/05/2024 9:58 AM",FP/PW/RF/FACE,2,"08/05/2024 09:58:00"
20014,20014,"08/05/2024 10:19 AM",FP/PW/RF/FACE,2,"08/05/2024 10:19:00"
20019,20019,"08/05/2024 10:43 AM",FP/PW/RF/FACE,2,"08/05/2024 10:43:00"
20022,20022,"08/05/2024 11:00 AM",FP/PW/RF/FACE,2,"08/05/2024 11:00:00"
20017,20017,"08/05/2024 11:21 AM",FP/PW/RF/FACE,2,"08/05/2024 11:21:00"
20005,20005,"08/05/2024 12:24 PM",FP/PW/RF/FACE,2,"08/05/2024 12:24:00"
10152,10152,"08/05/2024 6:58 PM",FP/PW/RF/FACE,2,"08/05/2024 18:58:00"
100227,100227,"09/05/2024 8:02 AM",FP/PW/RF/FACE,2,"09/05/2024 08:02:00"
20012,20012,"09/05/2024 8:06 AM",FP/PW/RF/FACE,2,"09/05/2024 08:06:00"
20008,20008,"09/05/2024 8:36 AM",FP/PW/RF/FACE,2,"09/05/2024 08:36:00"
20016,20016,"09/05/2024 8:36 AM",FP/PW/RF/FACE,2,"09/05/2024 08:36:00"
100205,100205,"09/05/2024 8:36 AM",FP/PW/RF/FACE,2,"09/05/2024 08:36:00"
100217,100217,"09/05/2024 8:44 AM",FP/PW/RF/FACE,2,"09/05/2024 08:44:00"
101492,101492,"09/05/2024 8:52 AM",FP/PW/RF/FACE,2,"09/05/2024 08:52:00"
20004,20004,"09/05/2024 8:53 AM",FP/PW/RF/FACE,2,"09/05/2024 08:53:00"
20006,20006,"09/05/2024 8:54 AM",FP/PW/RF/FACE,2,"09/05/2024 08:54:00"
20013,20013,"09/05/2024 8:54 AM",FP/PW/RF/FACE,2,"09/05/2024 08:54:00"
20007,20007,"09/05/2024 9:01 AM",FP/PW/RF/FACE,2,"09/05/2024 09:01:00"
20020,20020,"09/05/2024 9:03 AM",FP/PW/RF/FACE,2,"09/05/2024 09:03:00"
20014,20014,"09/05/2024 10:25 AM",FP/PW/RF/FACE,2,"09/05/2024 10:25:00"
20022,20022,"09/05/2024 11:02 AM",FP/PW/RF/FACE,2,"09/05/2024 11:02:00"
10168,10168,"09/05/2024 11:13 AM",FP/PW/RF/FACE,2,"09/05/2024 11:13:00"
20017,20017,"09/05/2024 11:43 AM",FP/PW/RF/FACE,2,"09/05/2024 11:43:00"
20005,20005,"09/05/2024 12:16 PM",FP/PW/RF/FACE,2,"09/05/2024 12:16:00"
20019,20019,"09/05/2024 12:49 PM",FP/PW/RF/FACE,2,"09/05/2024 12:49:00"
10175,10175,"09/05/2024 3:44 PM",FP/PW/RF/FACE,2,"09/05/2024 15:44:00"
108781,108781,"09/05/2024 6:29 PM",FP/PW/RF/FACE,2,"09/05/2024 18:29:00"
10175,10175,"10/05/2024 7:58 AM",FP/PW/RF/FACE,2,"10/05/2024 07:58:00"
100227,100227,"10/05/2024 8:00 AM",FP/PW/RF/FACE,2,"10/05/2024 08:00:00"
10175,10175,"11/05/2024 7:54 AM",FP/PW/RF/FACE,2,"11/05/2024 07:54:00"
