"Ac-No","Name","sTime","Verify Mode","Machine"
"210007","210007","28/01/2025 8:00 AM","FP/PW/RF/FACE","3"
"197553","197553","28/01/2025 8:00 AM","FP/PW/RF/FACE","3"
"101235","101235","28/01/2025 8:00 AM","FP/PW/RF/FACE","3"
"206214","206214","28/01/2025 8:00 AM","FP/PW/RF/FACE","3"
"205315","205315","28/01/2025 8:00 AM","FP/PW/RF/FACE","3"
"205386","205386","28/01/2025 8:00 AM","FP/PW/RF/FACE","3"
"184472","184472","28/01/2025 8:01 AM","FP/PW/RF/FACE","3"
"210005","210005","28/01/2025 8:01 AM","FP/PW/RF/FACE","3"
"100222","100222","28/01/2025 8:01 AM","FP/PW/RF/FACE","3"
"100222","100222","28/01/2025 8:01 AM","FP/PW/RF/FACE","3"
"100219","100219","28/01/2025 8:03 AM","FP/PW/RF/FACE","3"
"125375","125375","28/01/2025 8:03 AM","FP/PW/RF/FACE","3"
"118820","118820","28/01/2025 8:04 AM","FP/PW/RF/FACE","3"
"101494","101494","28/01/2025 8:04 AM","FP/PW/RF/FACE","3"
"199860","199860","28/01/2025 8:05 AM","FP/PW/RF/FACE","3"
"210009","210009","28/01/2025 8:05 AM","FP/PW/RF/FACE","3"
"101347","101347","28/01/2025 8:05 AM","FP/PW/RF/FACE","3"
"146462","146462","28/01/2025 8:05 AM","FP/PW/RF/FACE","3"
"153872","153872","28/01/2025 8:06 AM","FP/PW/RF/FACE","3"
"153872","153872","28/01/2025 8:06 AM","FP/PW/RF/FACE","3"
"210013","210013","28/01/2025 8:06 AM","FP/PW/RF/FACE","3"
"210011","210011","28/01/2025 8:07 AM","FP/PW/RF/FACE","3"
"101495","101495","28/01/2025 8:11 AM","FP/PW/RF/FACE","3"
"148119","148119","28/01/2025 8:15 AM","FP/PW/RF/FACE","3"
"148119","148119","28/01/2025 8:15 AM","FP/PW/RF/FACE","3"
"120745","120745","28/01/2025 8:21 AM","FP/PW/RF/FACE","3"
"125383","125383","28/01/2025 8:29 AM","FP/PW/RF/FACE","3"
"202921","202921","28/01/2025 9:16 AM","FP/PW/RF/FACE","3"
"198873","198873","28/01/2025 9:18 AM","FP/PW/RF/FACE","3"
