"Ac-No","Name","sTime","Verify Mode","Machine"
"101492","101492","01/02/2025 9:00 AM","FP/PW/RF/FACE","2"
"100205","100205","01/02/2025 9:14 AM","FP/PW/RF/FACE","2"
"210877","210877","01/02/2025 9:14 AM","FP/PW/RF/FACE","2"
"20016","20016","01/02/2025 9:19 AM","FP/PW/RF/FACE","2"
"159865","159865","01/02/2025 9:19 AM","FP/PW/RF/FACE","2"
"100217","100217","01/02/2025 9:21 AM","FP/PW/RF/FACE","2"
"20012","20012","01/02/2025 9:23 AM","FP/PW/RF/FACE","2"
"20004","20004","01/02/2025 9:27 AM","FP/PW/RF/FACE","2"
"20004","20004","01/02/2025 9:27 AM","FP/PW/RF/FACE","2"
"191453","191453","01/02/2025 9:40 AM","FP/PW/RF/FACE","2"
"103270","103270","01/02/2025 10:24 AM","FP/PW/RF/FACE","2"
"10041","10041","01/02/2025 10:40 AM","FP/PW/RF/FACE","2"
"20012","20012","01/02/2025 11:23 AM","FP/PW/RF/FACE","2"
"20016","20016","01/02/2025 11:23 AM","FP/PW/RF/FACE","2"
"20022","20022","01/02/2025 11:34 AM","FP/PW/RF/FACE","2"
"20022","20022","01/02/2025 11:34 AM","FP/PW/RF/FACE","2"
"20007","20007","01/02/2025 12:03 PM","FP/PW/RF/FACE","2"
"20014","20014","01/02/2025 12:23 PM","FP/PW/RF/FACE","2"
"20005","20005","01/02/2025 12:33 PM","FP/PW/RF/FACE","2"
"159865","159865","01/02/2025 12:34 PM","FP/PW/RF/FACE","2"
"20017","20017","01/02/2025 1:02 PM","FP/PW/RF/FACE","2"
"20005","20005","01/02/2025 1:21 PM","FP/PW/RF/FACE","2"
"20014","20014","01/02/2025 4:23 PM","FP/PW/RF/FACE","2"
"20016","20016","01/02/2025 4:42 PM","FP/PW/RF/FACE","2"
"103270","103270","01/02/2025 4:42 PM","FP/PW/RF/FACE","2"
"101492","101492","01/02/2025 6:05 PM","FP/PW/RF/FACE","2"
"10152","10152","01/02/2025 6:18 PM","FP/PW/RF/FACE","2"
"100223","100223","01/02/2025 6:52 PM","FP/PW/RF/FACE","2"
"20017","20017","01/02/2025 7:02 PM","FP/PW/RF/FACE","2"
"20022","20022","01/02/2025 7:05 PM","FP/PW/RF/FACE","2"
"210877","210877","01/02/2025 7:40 PM","FP/PW/RF/FACE","2"
"100232","100232","01/02/2025 7:46 PM","FP/PW/RF/FACE","2"
"100227","100227","01/02/2025 8:01 PM","FP/PW/RF/FACE","2"
"10041","10041","01/02/2025 9:21 PM","FP/PW/RF/FACE","2"
"100199","100199","02/02/2025 8:27 AM","FP/PW/RF/FACE","2"
"101492","101492","02/02/2025 9:02 AM","FP/PW/RF/FACE","2"
"191453","191453","02/02/2025 9:03 AM","FP/PW/RF/FACE","2"
"100205","100205","02/02/2025 9:03 AM","FP/PW/RF/FACE","2"
"210877","210877","02/02/2025 9:11 AM","FP/PW/RF/FACE","2"
"100217","100217","02/02/2025 9:15 AM","FP/PW/RF/FACE","2"
"20020","20020","02/02/2025 9:27 AM","FP/PW/RF/FACE","2"
"20004","20004","02/02/2025 9:27 AM","FP/PW/RF/FACE","2"
"20004","20004","02/02/2025 9:27 AM","FP/PW/RF/FACE","2"
"20016","20016","02/02/2025 9:28 AM","FP/PW/RF/FACE","2"
"20012","20012","02/02/2025 9:36 AM","FP/PW/RF/FACE","2"
"103270","103270","02/02/2025 9:38 AM","FP/PW/RF/FACE","2"
"159865","159865","02/02/2025 9:48 AM","FP/PW/RF/FACE","2"
"10041","10041","02/02/2025 9:56 AM","FP/PW/RF/FACE","2"
"20008","20008","02/02/2025 10:28 AM","FP/PW/RF/FACE","2"
"20014","20014","02/02/2025 11:42 AM","FP/PW/RF/FACE","2"
"20022","20022","02/02/2025 11:49 AM","FP/PW/RF/FACE","2"
"20022","20022","02/02/2025 11:49 AM","FP/PW/RF/FACE","2"
"20012","20012","02/02/2025 11:56 AM","FP/PW/RF/FACE","2"
"20005","20005","02/02/2025 12:31 PM","FP/PW/RF/FACE","2"
"20007","20007","02/02/2025 12:38 PM","FP/PW/RF/FACE","2"
"20019","20019","02/02/2025 12:55 PM","FP/PW/RF/FACE","2"
"20017","20017","02/02/2025 1:12 PM","FP/PW/RF/FACE","2"
"20005","20005","02/02/2025 1:48 PM","FP/PW/RF/FACE","2"
"20014","20014","02/02/2025 2:02 PM","FP/PW/RF/FACE","2"
"10196","10196","02/02/2025 3:57 PM","FP/PW/RF/FACE","2"
"20019","20019","02/02/2025 4:01 PM","FP/PW/RF/FACE","2"
"20022","20022","02/02/2025 4:24 PM","FP/PW/RF/FACE","2"
"10196","10196","02/02/2025 5:46 PM","FP/PW/RF/FACE","2"
"100205","100205","02/02/2025 5:47 PM","FP/PW/RF/FACE","2"
"101492","101492","02/02/2025 6:12 PM","FP/PW/RF/FACE","2"
"20017","20017","02/02/2025 6:26 PM","FP/PW/RF/FACE","2"
"100217","100217","02/02/2025 6:54 PM","FP/PW/RF/FACE","2"
"10152","10152","02/02/2025 7:51 PM","FP/PW/RF/FACE","2"
"100232","100232","02/02/2025 7:52 PM","FP/PW/RF/FACE","2"
"210877","210877","02/02/2025 9:38 PM","FP/PW/RF/FACE","2"
"10041","10041","02/02/2025 9:56 PM","FP/PW/RF/FACE","2"
"100199","100199","02/02/2025 9:56 PM","FP/PW/RF/FACE","2"
"101492","101492","03/02/2025 8:56 AM","FP/PW/RF/FACE","2"
"100205","100205","03/02/2025 9:01 AM","FP/PW/RF/FACE","2"
"10152","10152","03/02/2025 9:04 AM","FP/PW/RF/FACE","2"
"100217","100217","03/02/2025 9:15 AM","FP/PW/RF/FACE","2"
"210877","210877","03/02/2025 9:15 AM","FP/PW/RF/FACE","2"
"103270","103270","03/02/2025 9:27 AM","FP/PW/RF/FACE","2"
"10196","10196","03/02/2025 9:27 AM","FP/PW/RF/FACE","2"
"20008","20008","03/02/2025 9:35 AM","FP/PW/RF/FACE","2"
"20006","20006","03/02/2025 9:37 AM","FP/PW/RF/FACE","2"
"20016","20016","03/02/2025 9:41 AM","FP/PW/RF/FACE","2"
"20004","20004","03/02/2025 9:46 AM","FP/PW/RF/FACE","2"
"20004","20004","03/02/2025 9:46 AM","FP/PW/RF/FACE","2"
"10041","10041","03/02/2025 10:11 AM","FP/PW/RF/FACE","2"
"191453","191453","03/02/2025 10:17 AM","FP/PW/RF/FACE","2"
"20016","20016","03/02/2025 10:28 AM","FP/PW/RF/FACE","2"
"20016","20016","03/02/2025 10:41 AM","FP/PW/RF/FACE","2"
"20012","20012","03/02/2025 10:53 AM","FP/PW/RF/FACE","2"
"20012","20012","03/02/2025 11:32 AM","FP/PW/RF/FACE","2"
"159865","159865","03/02/2025 11:34 AM","FP/PW/RF/FACE","2"
"20022","20022","03/02/2025 12:02 PM","FP/PW/RF/FACE","2"
"20019","20019","03/02/2025 12:07 PM","FP/PW/RF/FACE","2"
"20005","20005","03/02/2025 12:09 PM","FP/PW/RF/FACE","2"
"20014","20014","03/02/2025 12:34 PM","FP/PW/RF/FACE","2"
"20012","20012","03/02/2025 12:51 PM","FP/PW/RF/FACE","2"
"20014","20014","03/02/2025 2:36 PM","FP/PW/RF/FACE","2"
"20006","20006","03/02/2025 3:13 PM","FP/PW/RF/FACE","2"
"100217","100217","03/02/2025 3:40 PM","FP/PW/RF/FACE","2"
"20019","20019","03/02/2025 4:24 PM","FP/PW/RF/FACE","2"
"20017","20017","03/02/2025 4:54 PM","FP/PW/RF/FACE","2"
"20005","20005","03/02/2025 5:10 PM","FP/PW/RF/FACE","2"
"20022","20022","03/02/2025 5:37 PM","FP/PW/RF/FACE","2"
"20022","20022","03/02/2025 5:37 PM","FP/PW/RF/FACE","2"
"20017","20017","03/02/2025 5:50 PM","FP/PW/RF/FACE","2"
"10175","10175","03/02/2025 5:54 PM","FP/PW/RF/FACE","2"
"101492","101492","03/02/2025 6:15 PM","FP/PW/RF/FACE","2"
"20014","20014","03/02/2025 6:20 PM","FP/PW/RF/FACE","2"
"100205","100205","03/02/2025 6:21 PM","FP/PW/RF/FACE","2"
"10152","10152","03/02/2025 6:21 PM","FP/PW/RF/FACE","2"
"103270","103270","03/02/2025 7:42 PM","FP/PW/RF/FACE","2"
"100232","100232","03/02/2025 7:50 PM","FP/PW/RF/FACE","2"
"210877","210877","03/02/2025 8:20 PM","FP/PW/RF/FACE","2"
"10041","10041","03/02/2025 8:41 PM","FP/PW/RF/FACE","2"
"100199","100199","03/02/2025 8:41 PM","FP/PW/RF/FACE","2"
"20016","20016","04/02/2025 8:56 AM","FP/PW/RF/FACE","2"
"101492","101492","04/02/2025 8:59 AM","FP/PW/RF/FACE","2"
"210877","210877","04/02/2025 9:11 AM","FP/PW/RF/FACE","2"
"10196","10196","04/02/2025 9:13 AM","FP/PW/RF/FACE","2"
"20004","20004","04/02/2025 9:19 AM","FP/PW/RF/FACE","2"
"20004","20004","04/02/2025 9:19 AM","FP/PW/RF/FACE","2"
"20012","20012","04/02/2025 9:20 AM","FP/PW/RF/FACE","2"
"20006","20006","04/02/2025 9:32 AM","FP/PW/RF/FACE","2"
"100205","100205","04/02/2025 9:39 AM","FP/PW/RF/FACE","2"
"100217","100217","04/02/2025 9:42 AM","FP/PW/RF/FACE","2"
"10041","10041","04/02/2025 9:46 AM","FP/PW/RF/FACE","2"
"103270","103270","04/02/2025 9:47 AM","FP/PW/RF/FACE","2"
"20008","20008","04/02/2025 9:53 AM","FP/PW/RF/FACE","2"
"10160","10160","04/02/2025 10:50 AM","FP/PW/RF/FACE","2"
"10160","10160","04/02/2025 10:50 AM","FP/PW/RF/FACE","2"
"10160","10160","04/02/2025 10:50 AM","FP/PW/RF/FACE","2"
"10160","10160","04/02/2025 10:56 AM","FP/PW/RF/FACE","2"
"191453","191453","04/02/2025 11:04 AM","FP/PW/RF/FACE","2"
"191453","191453","04/02/2025 11:04 AM","FP/PW/RF/FACE","2"
"10152","10152","04/02/2025 11:09 AM","FP/PW/RF/FACE","2"
"20007","20007","04/02/2025 11:41 AM","FP/PW/RF/FACE","2"
"20014","20014","04/02/2025 11:42 AM","FP/PW/RF/FACE","2"
"20022","20022","04/02/2025 12:01 PM","FP/PW/RF/FACE","2"
"20022","20022","04/02/2025 12:01 PM","FP/PW/RF/FACE","2"
"20019","20019","04/02/2025 12:03 PM","FP/PW/RF/FACE","2"
"20005","20005","04/02/2025 12:39 PM","FP/PW/RF/FACE","2"
"20017","20017","04/02/2025 1:02 PM","FP/PW/RF/FACE","2"
"20012","20012","04/02/2025 1:52 PM","FP/PW/RF/FACE","2"
"159865","159865","04/02/2025 1:53 PM","FP/PW/RF/FACE","2"
"20005","20005","04/02/2025 2:06 PM","FP/PW/RF/FACE","2"
"100217","100217","04/02/2025 2:07 PM","FP/PW/RF/FACE","2"
"20014","20014","04/02/2025 2:54 PM","FP/PW/RF/FACE","2"
"20012","20012","04/02/2025 3:26 PM","FP/PW/RF/FACE","2"
"20019","20019","04/02/2025 4:49 PM","FP/PW/RF/FACE","2"
"20012","20012","04/02/2025 5:54 PM","FP/PW/RF/FACE","2"
"20022","20022","04/02/2025 6:13 PM","FP/PW/RF/FACE","2"
"20022","20022","04/02/2025 6:13 PM","FP/PW/RF/FACE","2"
"101492","101492","04/02/2025 6:13 PM","FP/PW/RF/FACE","2"
"20017","20017","04/02/2025 6:17 PM","FP/PW/RF/FACE","2"
"210877","210877","04/02/2025 6:18 PM","FP/PW/RF/FACE","2"
"10152","10152","04/02/2025 6:31 PM","FP/PW/RF/FACE","2"
"10041","10041","04/02/2025 6:43 PM","FP/PW/RF/FACE","2"
"100232","100232","04/02/2025 7:55 PM","FP/PW/RF/FACE","2"
"10160","10160","04/02/2025 7:55 PM","FP/PW/RF/FACE","2"
"103270","103270","04/02/2025 8:03 PM","FP/PW/RF/FACE","2"
"100227","100227","04/02/2025 8:11 PM","FP/PW/RF/FACE","2"
"100199","100199","04/02/2025 9:44 PM","FP/PW/RF/FACE","2"
"10160","10160","05/02/2025 8:22 AM","FP/PW/RF/FACE","2"
"20004","20004","05/02/2025 8:53 AM","FP/PW/RF/FACE","2"
"20016","20016","05/02/2025 8:54 AM","FP/PW/RF/FACE","2"
"101492","101492","05/02/2025 9:02 AM","FP/PW/RF/FACE","2"
"100217","100217","05/02/2025 9:05 AM","FP/PW/RF/FACE","2"
"20012","20012","05/02/2025 9:08 AM","FP/PW/RF/FACE","2"
"210877","210877","05/02/2025 9:20 AM","FP/PW/RF/FACE","2"
"159865","159865","05/02/2025 9:22 AM","FP/PW/RF/FACE","2"
"100205","100205","05/02/2025 9:35 AM","FP/PW/RF/FACE","2"
"20006","20006","05/02/2025 9:41 AM","FP/PW/RF/FACE","2"
"191453","191453","05/02/2025 9:56 AM","FP/PW/RF/FACE","2"
"20012","20012","05/02/2025 10:17 AM","FP/PW/RF/FACE","2"
"10041","10041","05/02/2025 10:17 AM","FP/PW/RF/FACE","2"
"103270","103270","05/02/2025 10:25 AM","FP/PW/RF/FACE","2"
"10152","10152","05/02/2025 10:26 AM","FP/PW/RF/FACE","2"
"10196","10196","05/02/2025 10:42 AM","FP/PW/RF/FACE","2"
"20008","20008","05/02/2025 10:46 AM","FP/PW/RF/FACE","2"
"20014","20014","05/02/2025 11:23 AM","FP/PW/RF/FACE","2"
"20019","20019","05/02/2025 12:13 PM","FP/PW/RF/FACE","2"
"20022","20022","05/02/2025 12:25 PM","FP/PW/RF/FACE","2"
"20022","20022","05/02/2025 12:25 PM","FP/PW/RF/FACE","2"
"20005","20005","05/02/2025 12:55 PM","FP/PW/RF/FACE","2"
"20017","20017","05/02/2025 1:42 PM","FP/PW/RF/FACE","2"
"100217","100217","05/02/2025 2:21 PM","FP/PW/RF/FACE","2"
"20019","20019","05/02/2025 2:47 PM","FP/PW/RF/FACE","2"
"20016","20016","05/02/2025 5:08 PM","FP/PW/RF/FACE","2"
"20006","20006","05/02/2025 5:16 PM","FP/PW/RF/FACE","2"
"20017","20017","05/02/2025 5:27 PM","FP/PW/RF/FACE","2"
"20022","20022","05/02/2025 5:27 PM","FP/PW/RF/FACE","2"
"101492","101492","05/02/2025 6:11 PM","FP/PW/RF/FACE","2"
"10152","10152","05/02/2025 6:34 PM","FP/PW/RF/FACE","2"
"10160","10160","05/02/2025 7:20 PM","FP/PW/RF/FACE","2"
"20014","20014","05/02/2025 7:43 PM","FP/PW/RF/FACE","2"
"210877","210877","05/02/2025 7:53 PM","FP/PW/RF/FACE","2"
"100232","100232","05/02/2025 7:54 PM","FP/PW/RF/FACE","2"
"100227","100227","05/02/2025 8:02 PM","FP/PW/RF/FACE","2"
"10041","10041","05/02/2025 9:28 PM","FP/PW/RF/FACE","2"
"10160","10160","06/02/2025 8:06 AM","FP/PW/RF/FACE","2"
"10196","10196","06/02/2025 8:51 AM","FP/PW/RF/FACE","2"
"100217","100217","06/02/2025 8:56 AM","FP/PW/RF/FACE","2"
"101492","101492","06/02/2025 8:58 AM","FP/PW/RF/FACE","2"
"20012","20012","06/02/2025 9:00 AM","FP/PW/RF/FACE","2"
"20004","20004","06/02/2025 9:02 AM","FP/PW/RF/FACE","2"
"20004","20004","06/02/2025 9:02 AM","FP/PW/RF/FACE","2"
"20016","20016","06/02/2025 9:05 AM","FP/PW/RF/FACE","2"
"210877","210877","06/02/2025 9:05 AM","FP/PW/RF/FACE","2"
"20006","20006","06/02/2025 9:38 AM","FP/PW/RF/FACE","2"
"100205","100205","06/02/2025 9:47 AM","FP/PW/RF/FACE","2"
"10152","10152","06/02/2025 9:48 AM","FP/PW/RF/FACE","2"
"191453","191453","06/02/2025 9:54 AM","FP/PW/RF/FACE","2"
"103270","103270","06/02/2025 10:02 AM","FP/PW/RF/FACE","2"
"20008","20008","06/02/2025 10:02 AM","FP/PW/RF/FACE","2"
"10041","10041","06/02/2025 10:57 AM","FP/PW/RF/FACE","2"
"20007","20007","06/02/2025 10:57 AM","FP/PW/RF/FACE","2"
"20019","20019","06/02/2025 11:14 AM","FP/PW/RF/FACE","2"
"20014","20014","06/02/2025 12:19 PM","FP/PW/RF/FACE","2"
"20022","20022","06/02/2025 12:20 PM","FP/PW/RF/FACE","2"
"20019","20019","06/02/2025 12:25 PM","FP/PW/RF/FACE","2"
"20005","20005","06/02/2025 12:33 PM","FP/PW/RF/FACE","2"
"20006","20006","06/02/2025 1:08 PM","FP/PW/RF/FACE","2"
"100217","100217","06/02/2025 1:08 PM","FP/PW/RF/FACE","2"
"20017","20017","06/02/2025 1:21 PM","FP/PW/RF/FACE","2"
"159865","159865","06/02/2025 1:51 PM","FP/PW/RF/FACE","2"
"20022","20022","06/02/2025 2:06 PM","FP/PW/RF/FACE","2"
"210877","210877","06/02/2025 3:17 PM","FP/PW/RF/FACE","2"
"20016","20016","06/02/2025 5:20 PM","FP/PW/RF/FACE","2"
"101492","101492","06/02/2025 6:09 PM","FP/PW/RF/FACE","2"
"20017","20017","06/02/2025 6:13 PM","FP/PW/RF/FACE","2"
"162890","162890","06/02/2025 6:57 PM","FP/PW/RF/FACE","2"
"10060","10060","06/02/2025 7:10 PM","FP/PW/RF/FACE","2"
"10160","10160","06/02/2025 7:26 PM","FP/PW/RF/FACE","2"
"100232","100232","06/02/2025 7:47 PM","FP/PW/RF/FACE","2"
"100199","100199","06/02/2025 8:03 PM","FP/PW/RF/FACE","2"
"100227","100227","06/02/2025 8:03 PM","FP/PW/RF/FACE","2"
"10041","10041","06/02/2025 8:20 PM","FP/PW/RF/FACE","2"
"210877","210877","06/02/2025 8:26 PM","FP/PW/RF/FACE","2"
"187338","187338","07/02/2025 7:46 PM","FP/PW/RF/FACE","2"
"187338","187338","07/02/2025 7:46 PM","FP/PW/RF/FACE","2"
"187338","187338","07/02/2025 7:48 PM","FP/PW/RF/FACE","2"
"187338","187338","07/02/2025 7:57 PM","FP/PW/RF/FACE","2"
"10175","10175","07/02/2025 8:13 PM","FP/PW/RF/FACE","2"
"10160","10160","08/02/2025 8:19 AM","FP/PW/RF/FACE","2"
"100199","100199","08/02/2025 8:48 AM","FP/PW/RF/FACE","2"
"20012","20012","08/02/2025 8:49 AM","FP/PW/RF/FACE","2"
"10196","10196","08/02/2025 8:57 AM","FP/PW/RF/FACE","2"
"20004","20004","08/02/2025 9:02 AM","FP/PW/RF/FACE","2"
"20004","20004","08/02/2025 9:02 AM","FP/PW/RF/FACE","2"
"20016","20016","08/02/2025 9:02 AM","FP/PW/RF/FACE","2"
"210877","210877","08/02/2025 9:04 AM","FP/PW/RF/FACE","2"
"101492","101492","08/02/2025 9:10 AM","FP/PW/RF/FACE","2"
"100205","100205","08/02/2025 9:19 AM","FP/PW/RF/FACE","2"
