"Ac-No","Name","sTime","Verify Mode","Machine"
"101495","101495","28/01/2025 7:05 PM","FP/PW/RF/FACE","3"
"197608","197608","28/01/2025 7:05 PM","FP/PW/RF/FACE","3"
"197608","197608","28/01/2025 7:05 PM","FP/PW/RF/FACE","3"
"210013","210013","28/01/2025 7:05 PM","FP/PW/RF/FACE","3"
"101853","101853","28/01/2025 7:05 PM","FP/PW/RF/FACE","3"
"101853","101853","28/01/2025 7:05 PM","FP/PW/RF/FACE","3"
"101887","101887","28/01/2025 7:05 PM","FP/PW/RF/FACE","3"
"101262","101262","28/01/2025 7:05 PM","FP/PW/RF/FACE","3"
"101719","101719","28/01/2025 7:05 PM","FP/PW/RF/FACE","3"
"197553","197553","28/01/2025 7:05 PM","FP/PW/RF/FACE","3"
"101909","101909","28/01/2025 7:05 PM","FP/PW/RF/FACE","3"
"117912","117912","28/01/2025 7:06 PM","FP/PW/RF/FACE","3"
"118820","118820","28/01/2025 7:06 PM","FP/PW/RF/FACE","3"
"125375","125375","28/01/2025 7:07 PM","FP/PW/RF/FACE","3"
"197310","197310","28/01/2025 7:07 PM","FP/PW/RF/FACE","3"
"204010","204010","28/01/2025 7:08 PM","FP/PW/RF/FACE","3"
"101907","101907","28/01/2025 7:09 PM","FP/PW/RF/FACE","3"
"100893","100893","28/01/2025 7:09 PM","FP/PW/RF/FACE","3"
"205315","205315","28/01/2025 7:10 PM","FP/PW/RF/FACE","3"
"128063","128063","28/01/2025 7:10 PM","FP/PW/RF/FACE","3"
"210010","210010","28/01/2025 7:11 PM","FP/PW/RF/FACE","3"
"101941","101941","28/01/2025 7:11 PM","FP/PW/RF/FACE","3"
"148119","148119","28/01/2025 7:12 PM","FP/PW/RF/FACE","3"
"210006","210006","28/01/2025 7:13 PM","FP/PW/RF/FACE","3"
"101347","101347","28/01/2025 7:13 PM","FP/PW/RF/FACE","3"
"205412","205412","28/01/2025 7:14 PM","FP/PW/RF/FACE","3"
"125383","125383","28/01/2025 7:38 PM","FP/PW/RF/FACE","3"
"199723","199723","28/01/2025 7:42 PM","FP/PW/RF/FACE","3"
"158382","158382","28/01/2025 7:46 PM","FP/PW/RF/FACE","3"
"101494","101494","28/01/2025 7:47 PM","FP/PW/RF/FACE","3"
"101829","101829","28/01/2025 7:47 PM","FP/PW/RF/FACE","3"
"100222","100222","28/01/2025 8:20 PM","FP/PW/RF/FACE","3"
"100222","100222","28/01/2025 8:20 PM","FP/PW/RF/FACE","3"
"100222","100222","28/01/2025 8:22 PM","FP/PW/RF/FACE","3"
"100222","100222","28/01/2025 8:47 PM","FP/PW/RF/FACE","3"
"101130","101130","29/01/2025 6:46 AM","FP/PW/RF/FACE","3"
"205412","205412","29/01/2025 7:21 AM","FP/PW/RF/FACE","3"
"101907","101907","29/01/2025 7:34 AM","FP/PW/RF/FACE","3"
"101800","101800","29/01/2025 7:43 AM","FP/PW/RF/FACE","3"
"101262","101262","29/01/2025 7:43 AM","FP/PW/RF/FACE","3"
"210014","210014","29/01/2025 7:43 AM","FP/PW/RF/FACE","3"
"210008","210008","29/01/2025 7:43 AM","FP/PW/RF/FACE","3"
"205879","205879","29/01/2025 7:43 AM","FP/PW/RF/FACE","3"
"117912","117912","29/01/2025 7:44 AM","FP/PW/RF/FACE","3"
"146677","146677","29/01/2025 7:44 AM","FP/PW/RF/FACE","3"
"128972","128972","29/01/2025 7:44 AM","FP/PW/RF/FACE","3"
"167253","167253","29/01/2025 7:46 AM","FP/PW/RF/FACE","3"
"191973","191973","29/01/2025 7:46 AM","FP/PW/RF/FACE","3"
"128063","128063","29/01/2025 7:46 AM","FP/PW/RF/FACE","3"
"128063","128063","29/01/2025 7:46 AM","FP/PW/RF/FACE","3"
"101887","101887","29/01/2025 7:48 AM","FP/PW/RF/FACE","3"
"101855","101855","29/01/2025 7:48 AM","FP/PW/RF/FACE","3"
"197004","197004","29/01/2025 7:48 AM","FP/PW/RF/FACE","3"
"168338","168338","29/01/2025 7:48 AM","FP/PW/RF/FACE","3"
"101719","101719","29/01/2025 7:52 AM","FP/PW/RF/FACE","3"
"125376","125376","29/01/2025 7:53 AM","FP/PW/RF/FACE","3"
"125376","125376","29/01/2025 7:53 AM","FP/PW/RF/FACE","3"
"101041","101041","29/01/2025 7:54 AM","FP/PW/RF/FACE","3"
"197006","197006","29/01/2025 7:54 AM","FP/PW/RF/FACE","3"
"101908","101908","29/01/2025 7:54 AM","FP/PW/RF/FACE","3"
"187247","187247","29/01/2025 7:54 AM","FP/PW/RF/FACE","3"
"197608","197608","29/01/2025 7:55 AM","FP/PW/RF/FACE","3"
"197608","197608","29/01/2025 7:55 AM","FP/PW/RF/FACE","3"
"101829","101829","29/01/2025 7:56 AM","FP/PW/RF/FACE","3"
"101600","101600","29/01/2025 7:56 AM","FP/PW/RF/FACE","3"
"101853","101853","29/01/2025 7:57 AM","FP/PW/RF/FACE","3"
"210006","210006","29/01/2025 7:57 AM","FP/PW/RF/FACE","3"
"109291","109291","29/01/2025 7:57 AM","FP/PW/RF/FACE","3"
"101909","101909","29/01/2025 7:57 AM","FP/PW/RF/FACE","3"
"101941","101941","29/01/2025 7:57 AM","FP/PW/RF/FACE","3"
"203210","203210","29/01/2025 7:58 AM","FP/PW/RF/FACE","3"
"205878","205878","29/01/2025 7:58 AM","FP/PW/RF/FACE","3"
"100893","100893","29/01/2025 7:59 AM","FP/PW/RF/FACE","3"
"184472","184472","29/01/2025 7:59 AM","FP/PW/RF/FACE","3"
"201703","201703","29/01/2025 7:59 AM","FP/PW/RF/FACE","3"
"101235","101235","29/01/2025 7:59 AM","FP/PW/RF/FACE","3"
"210005","210005","29/01/2025 7:59 AM","FP/PW/RF/FACE","3"
"210005","210005","29/01/2025 7:59 AM","FP/PW/RF/FACE","3"
"204010","204010","29/01/2025 7:59 AM","FP/PW/RF/FACE","3"
"100926","100926","29/01/2025 7:59 AM","FP/PW/RF/FACE","3"
"187148","187148","29/01/2025 7:59 AM","FP/PW/RF/FACE","3"
"125375","125375","29/01/2025 7:59 AM","FP/PW/RF/FACE","3"
"100222","100222","29/01/2025 8:00 AM","FP/PW/RF/FACE","3"
"100222","100222","29/01/2025 8:00 AM","FP/PW/RF/FACE","3"
"210007","210007","29/01/2025 8:01 AM","FP/PW/RF/FACE","3"
"199683","199683","29/01/2025 8:01 AM","FP/PW/RF/FACE","3"
"205316","205316","29/01/2025 8:02 AM","FP/PW/RF/FACE","3"
"142617","142617","29/01/2025 8:02 AM","FP/PW/RF/FACE","3"
"205315","205315","29/01/2025 8:02 AM","FP/PW/RF/FACE","3"
"100975","100975","29/01/2025 8:02 AM","FP/PW/RF/FACE","3"
"201706","201706","29/01/2025 8:02 AM","FP/PW/RF/FACE","3"
"201706","201706","29/01/2025 8:02 AM","FP/PW/RF/FACE","3"
"199860","199860","29/01/2025 8:03 AM","FP/PW/RF/FACE","3"
"201708","201708","29/01/2025 8:03 AM","FP/PW/RF/FACE","3"
"210010","210010","29/01/2025 8:03 AM","FP/PW/RF/FACE","3"
"210009","210009","29/01/2025 8:03 AM","FP/PW/RF/FACE","3"
"125383","125383","29/01/2025 8:03 AM","FP/PW/RF/FACE","3"
"206214","206214","29/01/2025 8:04 AM","FP/PW/RF/FACE","3"
"148119","148119","29/01/2025 8:04 AM","FP/PW/RF/FACE","3"
"197553","197553","29/01/2025 8:04 AM","FP/PW/RF/FACE","3"
"197310","197310","29/01/2025 8:05 AM","FP/PW/RF/FACE","3"
"210013","210013","29/01/2025 8:05 AM","FP/PW/RF/FACE","3"
"210001","210001","29/01/2025 8:05 AM","FP/PW/RF/FACE","3"
"153872","153872","29/01/2025 8:06 AM","FP/PW/RF/FACE","3"
"210011","210011","29/01/2025 8:06 AM","FP/PW/RF/FACE","3"
"118820","118820","29/01/2025 8:09 AM","FP/PW/RF/FACE","3"
"101848","101848","29/01/2025 8:10 AM","FP/PW/RF/FACE","3"
"146462","146462","29/01/2025 8:10 AM","FP/PW/RF/FACE","3"
"205386","205386","29/01/2025 8:11 AM","FP/PW/RF/FACE","3"
"101964","101964","29/01/2025 8:11 AM","FP/PW/RF/FACE","3"
"120745","120745","29/01/2025 8:13 AM","FP/PW/RF/FACE","3"
"101495","101495","29/01/2025 8:13 AM","FP/PW/RF/FACE","3"
"101494","101494","29/01/2025 8:16 AM","FP/PW/RF/FACE","3"
"101347","101347","29/01/2025 8:22 AM","FP/PW/RF/FACE","3"
"195383","195383","29/01/2025 8:26 AM","FP/PW/RF/FACE","3"
"100219","100219","29/01/2025 8:37 AM","FP/PW/RF/FACE","3"
"199723","199723","29/01/2025 8:49 AM","FP/PW/RF/FACE","3"
"188852","188852","29/01/2025 9:49 AM","FP/PW/RF/FACE","3"
"198873","198873","29/01/2025 10:30 AM","FP/PW/RF/FACE","3"
"109291","109291","29/01/2025 5:00 PM","FP/PW/RF/FACE","3"
"201706","201706","29/01/2025 6:14 PM","FP/PW/RF/FACE","3"
"201706","201706","29/01/2025 6:14 PM","FP/PW/RF/FACE","3"
"101781","101781","29/01/2025 6:17 PM","FP/PW/RF/FACE","3"
"101781","101781","29/01/2025 6:18 PM","FP/PW/RF/FACE","3"
"101781","101781","29/01/2025 6:18 PM","FP/PW/RF/FACE","3"
"202913","202913","29/01/2025 6:29 PM","FP/PW/RF/FACE","3"
"100219","100219","29/01/2025 6:45 PM","FP/PW/RF/FACE","3"
"158382","158382","29/01/2025 6:47 PM","FP/PW/RF/FACE","3"
"198873","198873","29/01/2025 6:47 PM","FP/PW/RF/FACE","3"
"100219","100219","29/01/2025 6:47 PM","FP/PW/RF/FACE","3"
"210001","210001","29/01/2025 7:00 PM","FP/PW/RF/FACE","3"
"210009","210009","29/01/2025 7:00 PM","FP/PW/RF/FACE","3"
"101800","101800","29/01/2025 7:00 PM","FP/PW/RF/FACE","3"
"199683","199683","29/01/2025 7:01 PM","FP/PW/RF/FACE","3"
"210008","210008","29/01/2025 7:01 PM","FP/PW/RF/FACE","3"
"101908","101908","29/01/2025 7:01 PM","FP/PW/RF/FACE","3"
"101908","101908","29/01/2025 7:01 PM","FP/PW/RF/FACE","3"
"195383","195383","29/01/2025 7:01 PM","FP/PW/RF/FACE","3"
"142617","142617","29/01/2025 7:01 PM","FP/PW/RF/FACE","3"
"199860","199860","29/01/2025 7:01 PM","FP/PW/RF/FACE","3"
"199860","199860","29/01/2025 7:01 PM","FP/PW/RF/FACE","3"
"197004","197004","29/01/2025 7:01 PM","FP/PW/RF/FACE","3"
"197004","197004","29/01/2025 7:01 PM","FP/PW/RF/FACE","3"
"101495","101495","29/01/2025 7:01 PM","FP/PW/RF/FACE","3"
"101964","101964","29/01/2025 7:02 PM","FP/PW/RF/FACE","3"
"101235","101235","29/01/2025 7:02 PM","FP/PW/RF/FACE","3"
"142617","142617","29/01/2025 7:02 PM","FP/PW/RF/FACE","3"
"101041","101041","29/01/2025 7:02 PM","FP/PW/RF/FACE","3"
"125375","125375","29/01/2025 7:02 PM","FP/PW/RF/FACE","3"
"148119","148119","29/01/2025 7:02 PM","FP/PW/RF/FACE","3"
"167253","167253","29/01/2025 7:02 PM","FP/PW/RF/FACE","3"
"100975","100975","29/01/2025 7:03 PM","FP/PW/RF/FACE","3"
"210007","210007","29/01/2025 7:03 PM","FP/PW/RF/FACE","3"
"210007","210007","29/01/2025 7:03 PM","FP/PW/RF/FACE","3"
"101262","101262","29/01/2025 7:03 PM","FP/PW/RF/FACE","3"
"101941","101941","29/01/2025 7:03 PM","FP/PW/RF/FACE","3"
"100893","100893","29/01/2025 7:03 PM","FP/PW/RF/FACE","3"
"205879","205879","29/01/2025 7:03 PM","FP/PW/RF/FACE","3"
"187148","187148","29/01/2025 7:03 PM","FP/PW/RF/FACE","3"
"187148","187148","29/01/2025 7:03 PM","FP/PW/RF/FACE","3"
"191973","191973","29/01/2025 7:04 PM","FP/PW/RF/FACE","3"
"210014","210014","29/01/2025 7:04 PM","FP/PW/RF/FACE","3"
"210005","210005","29/01/2025 7:04 PM","FP/PW/RF/FACE","3"
"210010","210010","29/01/2025 7:04 PM","FP/PW/RF/FACE","3"
"101855","101855","29/01/2025 7:04 PM","FP/PW/RF/FACE","3"
"101853","101853","29/01/2025 7:04 PM","FP/PW/RF/FACE","3"
"101848","101848","29/01/2025 7:04 PM","FP/PW/RF/FACE","3"
"201703","201703","29/01/2025 7:04 PM","FP/PW/RF/FACE","3"
"201703","201703","29/01/2025 7:04 PM","FP/PW/RF/FACE","3"
"146677","146677","29/01/2025 7:04 PM","FP/PW/RF/FACE","3"
"187247","187247","29/01/2025 7:04 PM","FP/PW/RF/FACE","3"
"153872","153872","29/01/2025 7:04 PM","FP/PW/RF/FACE","3"
"153872","153872","29/01/2025 7:04 PM","FP/PW/RF/FACE","3"
"203210","203210","29/01/2025 7:05 PM","FP/PW/RF/FACE","3"
"101887","101887","29/01/2025 7:05 PM","FP/PW/RF/FACE","3"
"197553","197553","29/01/2025 7:05 PM","FP/PW/RF/FACE","3"
"100926","100926","29/01/2025 7:05 PM","FP/PW/RF/FACE","3"
"210013","210013","29/01/2025 7:06 PM","FP/PW/RF/FACE","3"
"205386","205386","29/01/2025 7:06 PM","FP/PW/RF/FACE","3"
"197608","197608","29/01/2025 7:06 PM","FP/PW/RF/FACE","3"
"197608","197608","29/01/2025 7:06 PM","FP/PW/RF/FACE","3"
"205315","205315","29/01/2025 7:06 PM","FP/PW/RF/FACE","3"
"210006","210006","29/01/2025 7:22 PM","FP/PW/RF/FACE","3"
"101494","101494","29/01/2025 7:26 PM","FP/PW/RF/FACE","3"
"101829","101829","29/01/2025 7:26 PM","FP/PW/RF/FACE","3"
"128063","128063","29/01/2025 7:30 PM","FP/PW/RF/FACE","3"
"100222","100222","29/01/2025 8:00 PM","FP/PW/RF/FACE","3"
"100222","100222","29/01/2025 8:00 PM","FP/PW/RF/FACE","3"
"101907","101907","29/01/2025 8:02 PM","FP/PW/RF/FACE","3"
"205316","205316","29/01/2025 8:19 PM","FP/PW/RF/FACE","3"
"125376","125376","29/01/2025 8:20 PM","FP/PW/RF/FACE","3"
"197310","197310","29/01/2025 8:21 PM","FP/PW/RF/FACE","3"
"146462","146462","29/01/2025 8:22 PM","FP/PW/RF/FACE","3"
"205412","205412","29/01/2025 8:22 PM","FP/PW/RF/FACE","3"
"101719","101719","29/01/2025 8:44 PM","FP/PW/RF/FACE","3"
"101909","101909","29/01/2025 8:56 PM","FP/PW/RF/FACE","3"
"101347","101347","29/01/2025 8:59 PM","FP/PW/RF/FACE","3"
"128972","128972","29/01/2025 9:00 PM","FP/PW/RF/FACE","3"
"206214","206214","29/01/2025 9:02 PM","FP/PW/RF/FACE","3"
"205878","205878","29/01/2025 9:02 PM","FP/PW/RF/FACE","3"
"210011","210011","29/01/2025 9:02 PM","FP/PW/RF/FACE","3"
"168338","168338","29/01/2025 9:03 PM","FP/PW/RF/FACE","3"
"168338","168338","29/01/2025 9:03 PM","FP/PW/RF/FACE","3"
"184472","184472","29/01/2025 9:03 PM","FP/PW/RF/FACE","3"
"184472","184472","29/01/2025 9:03 PM","FP/PW/RF/FACE","3"
"201708","201708","29/01/2025 9:03 PM","FP/PW/RF/FACE","3"
"201708","201708","29/01/2025 9:04 PM","FP/PW/RF/FACE","3"
"197006","197006","29/01/2025 9:04 PM","FP/PW/RF/FACE","3"
"197006","197006","29/01/2025 9:04 PM","FP/PW/RF/FACE","3"
"118820","118820","29/01/2025 9:04 PM","FP/PW/RF/FACE","3"
"120745","120745","29/01/2025 9:05 PM","FP/PW/RF/FACE","3"
"204010","204010","29/01/2025 9:05 PM","FP/PW/RF/FACE","3"
"100222","100222","29/01/2025 9:06 PM","FP/PW/RF/FACE","3"
"125383","125383","29/01/2025 9:06 PM","FP/PW/RF/FACE","3"
"100222","100222","29/01/2025 9:06 PM","FP/PW/RF/FACE","3"
"101130","101130","30/01/2025 7:08 AM","FP/PW/RF/FACE","3"
"118820","118820","30/01/2025 7:31 AM","FP/PW/RF/FACE","3"
"101907","101907","30/01/2025 7:34 AM","FP/PW/RF/FACE","3"
"205412","205412","30/01/2025 7:34 AM","FP/PW/RF/FACE","3"
"205412","205412","30/01/2025 7:34 AM","FP/PW/RF/FACE","3"
"101800","101800","30/01/2025 7:43 AM","FP/PW/RF/FACE","3"
"210008","210008","30/01/2025 7:43 AM","FP/PW/RF/FACE","3"
"210008","210008","30/01/2025 7:43 AM","FP/PW/RF/FACE","3"
"101262","101262","30/01/2025 7:43 AM","FP/PW/RF/FACE","3"
"101041","101041","30/01/2025 7:44 AM","FP/PW/RF/FACE","3"
"128063","128063","30/01/2025 7:45 AM","FP/PW/RF/FACE","3"
"128063","128063","30/01/2025 7:45 AM","FP/PW/RF/FACE","3"
"205879","205879","30/01/2025 7:46 AM","FP/PW/RF/FACE","3"
"210014","210014","30/01/2025 7:46 AM","FP/PW/RF/FACE","3"
"167253","167253","30/01/2025 7:47 AM","FP/PW/RF/FACE","3"
"117912","117912","30/01/2025 7:48 AM","FP/PW/RF/FACE","3"
"210001","210001","30/01/2025 7:48 AM","FP/PW/RF/FACE","3"
"146677","146677","30/01/2025 7:48 AM","FP/PW/RF/FACE","3"
"101941","101941","30/01/2025 7:49 AM","FP/PW/RF/FACE","3"
"128972","128972","30/01/2025 7:49 AM","FP/PW/RF/FACE","3"
"168338","168338","30/01/2025 7:49 AM","FP/PW/RF/FACE","3"
"197004","197004","30/01/2025 7:49 AM","FP/PW/RF/FACE","3"
"197004","197004","30/01/2025 7:49 AM","FP/PW/RF/FACE","3"
"101855","101855","30/01/2025 7:50 AM","FP/PW/RF/FACE","3"
"101887","101887","30/01/2025 7:50 AM","FP/PW/RF/FACE","3"
"204010","204010","30/01/2025 7:50 AM","FP/PW/RF/FACE","3"
"197006","197006","30/01/2025 7:52 AM","FP/PW/RF/FACE","3"
"191973","191973","30/01/2025 7:52 AM","FP/PW/RF/FACE","3"
"197006","197006","30/01/2025 7:52 AM","FP/PW/RF/FACE","3"
"101909","101909","30/01/2025 7:52 AM","FP/PW/RF/FACE","3"
"101908","101908","30/01/2025 7:52 AM","FP/PW/RF/FACE","3"
"101908","101908","30/01/2025 7:52 AM","FP/PW/RF/FACE","3"
"100926","100926","30/01/2025 7:52 AM","FP/PW/RF/FACE","3"
"210006","210006","30/01/2025 7:53 AM","FP/PW/RF/FACE","3"
"128063","128063","30/01/2025 7:53 AM","FP/PW/RF/FACE","3"
"100975","100975","30/01/2025 7:53 AM","FP/PW/RF/FACE","3"
"101719","101719","30/01/2025 7:56 AM","FP/PW/RF/FACE","3"
"101829","101829","30/01/2025 7:57 AM","FP/PW/RF/FACE","3"
"142617","142617","30/01/2025 7:58 AM","FP/PW/RF/FACE","3"
"205878","205878","30/01/2025 7:59 AM","FP/PW/RF/FACE","3"
"210007","210007","30/01/2025 7:59 AM","FP/PW/RF/FACE","3"
"210007","210007","30/01/2025 7:59 AM","FP/PW/RF/FACE","3"
"187247","187247","30/01/2025 7:59 AM","FP/PW/RF/FACE","3"
"210005","210005","30/01/2025 7:59 AM","FP/PW/RF/FACE","3"
"100222","100222","30/01/2025 7:59 AM","FP/PW/RF/FACE","3"
"101853","101853","30/01/2025 8:00 AM","FP/PW/RF/FACE","3"
"101848","101848","30/01/2025 8:01 AM","FP/PW/RF/FACE","3"
"101235","101235","30/01/2025 8:01 AM","FP/PW/RF/FACE","3"
"125376","125376","30/01/2025 8:02 AM","FP/PW/RF/FACE","3"
"210010","210010","30/01/2025 8:02 AM","FP/PW/RF/FACE","3"
"100893","100893","30/01/2025 8:02 AM","FP/PW/RF/FACE","3"
"101494","101494","30/01/2025 8:02 AM","FP/PW/RF/FACE","3"
"101494","101494","30/01/2025 8:02 AM","FP/PW/RF/FACE","3"
"201703","201703","30/01/2025 8:02 AM","FP/PW/RF/FACE","3"
"199683","199683","30/01/2025 8:02 AM","FP/PW/RF/FACE","3"
"101600","101600","30/01/2025 8:02 AM","FP/PW/RF/FACE","3"
"197608","197608","30/01/2025 8:02 AM","FP/PW/RF/FACE","3"
"210013","210013","30/01/2025 8:02 AM","FP/PW/RF/FACE","3"
"184472","184472","30/01/2025 8:03 AM","FP/PW/RF/FACE","3"
"205315","205315","30/01/2025 8:03 AM","FP/PW/RF/FACE","3"
"203210","203210","30/01/2025 8:03 AM","FP/PW/RF/FACE","3"
"148119","148119","30/01/2025 8:03 AM","FP/PW/RF/FACE","3"
"210009","210009","30/01/2025 8:03 AM","FP/PW/RF/FACE","3"
"187148","187148","30/01/2025 8:03 AM","FP/PW/RF/FACE","3"
"125375","125375","30/01/2025 8:04 AM","FP/PW/RF/FACE","3"
"205386","205386","30/01/2025 8:04 AM","FP/PW/RF/FACE","3"
"109291","109291","30/01/2025 8:04 AM","FP/PW/RF/FACE","3"
"197310","197310","30/01/2025 8:04 AM","FP/PW/RF/FACE","3"
"197553","197553","30/01/2025 8:04 AM","FP/PW/RF/FACE","3"
"195383","195383","30/01/2025 8:04 AM","FP/PW/RF/FACE","3"
"100219","100219","30/01/2025 8:04 AM","FP/PW/RF/FACE","3"
"101964","101964","30/01/2025 8:07 AM","FP/PW/RF/FACE","3"
"199860","199860","30/01/2025 8:08 AM","FP/PW/RF/FACE","3"
"201708","201708","30/01/2025 8:08 AM","FP/PW/RF/FACE","3"
"201708","201708","30/01/2025 8:08 AM","FP/PW/RF/FACE","3"
"210011","210011","30/01/2025 8:09 AM","FP/PW/RF/FACE","3"
"153872","153872","30/01/2025 8:09 AM","FP/PW/RF/FACE","3"
"153872","153872","30/01/2025 8:09 AM","FP/PW/RF/FACE","3"
"206214","206214","30/01/2025 8:09 AM","FP/PW/RF/FACE","3"
"125383","125383","30/01/2025 8:10 AM","FP/PW/RF/FACE","3"
"146462","146462","30/01/2025 8:10 AM","FP/PW/RF/FACE","3"
"101495","101495","30/01/2025 8:13 AM","FP/PW/RF/FACE","3"
"205316","205316","30/01/2025 8:13 AM","FP/PW/RF/FACE","3"
"101347","101347","30/01/2025 8:15 AM","FP/PW/RF/FACE","3"
"201706","201706","30/01/2025 8:18 AM","FP/PW/RF/FACE","3"
"120745","120745","30/01/2025 8:22 AM","FP/PW/RF/FACE","3"
"199723","199723","30/01/2025 8:53 AM","FP/PW/RF/FACE","3"
"188852","188852","30/01/2025 9:19 AM","FP/PW/RF/FACE","3"
"198873","198873","30/01/2025 9:37 AM","FP/PW/RF/FACE","3"
"210006","210006","30/01/2025 4:53 PM","FP/PW/RF/FACE","3"
"188852","188852","30/01/2025 4:59 PM","FP/PW/RF/FACE","3"
"202913","202913","30/01/2025 5:01 PM","FP/PW/RF/FACE","3"
"205879","205879","30/01/2025 5:01 PM","FP/PW/RF/FACE","3"
"202921","202921","30/01/2025 5:07 PM","FP/PW/RF/FACE","3"
"199723","199723","30/01/2025 5:07 PM","FP/PW/RF/FACE","3"
"101941","101941","30/01/2025 5:11 PM","FP/PW/RF/FACE","3"
"101719","101719","30/01/2025 5:47 PM","FP/PW/RF/FACE","3"
"184472","184472","30/01/2025 6:10 PM","FP/PW/RF/FACE","3"
"184472","184472","30/01/2025 6:10 PM","FP/PW/RF/FACE","3"
